t_s,fps,worst_frame_ms,thermal
1013,60.0,0.26,nominal
1014,60.0,0.38,nominal
1016,60.0,0.32,nominal
1017,60.0,0.31,nominal
1018,60.0,0.38,nominal
1019,60.0,0.48,nominal
1020,60.0,0.21,nominal
1021,60.0,0.29,nominal
1022,60.0,0.43,nominal
1023,60.0,0.35,nominal
1024,60.0,0.35,nominal
1025,60.0,0.40,nominal
1026,60.0,0.40,nominal
1027,60.0,0.30,nominal
1028,60.0,0.32,nominal
1029,60.0,0.31,nominal
1030,60.0,0.26,nominal
1031,60.0,0.23,nominal
1032,60.0,0.28,nominal
1033,60.0,0.34,nominal
1034,60.0,0.30,nominal
1035,60.0,0.28,nominal
1036,60.0,0.30,nominal
