t_s,fps,worst_frame_ms,thermal
145,60.0,16.70,nominal
146,60.0,16.71,nominal
147,60.0,16.81,nominal
148,60.0,16.78,nominal
149,60.0,16.92,nominal
150,60.0,16.71,nominal
151,60.0,16.77,nominal
152,60.0,16.68,nominal
154,60.0,16.95,nominal
155,60.0,16.79,nominal
156,60.0,16.73,nominal
157,60.0,16.81,nominal
158,60.0,16.77,nominal
159,60.0,16.77,nominal
160,60.0,16.72,nominal
161,60.0,16.72,nominal
162,60.0,16.74,nominal
163,60.0,16.95,nominal
164,60.0,16.86,nominal
165,60.0,16.68,nominal
166,60.0,16.76,nominal
167,60.0,16.92,nominal
168,60.0,16.87,nominal
169,60.0,16.76,nominal
170,60.0,16.95,nominal
171,60.0,16.75,nominal
172,60.0,16.78,nominal
173,60.0,16.77,nominal
174,60.0,16.75,nominal
175,60.0,16.73,nominal
176,60.0,16.72,nominal
177,60.0,16.85,nominal
178,60.0,16.93,nominal
179,60.0,16.76,nominal
180,60.0,16.79,nominal
181,60.0,16.72,nominal
182,60.0,16.77,nominal
183,60.0,16.83,nominal
184,60.0,17.02,nominal
185,60.0,16.74,nominal
186,60.0,16.77,nominal
187,60.0,16.67,nominal
188,60.0,16.84,nominal
189,60.0,16.80,nominal
190,60.0,16.73,nominal
191,60.0,16.72,nominal
192,60.0,16.79,nominal
193,60.0,16.87,nominal
194,60.0,16.75,nominal
195,60.0,16.74,nominal
196,60.0,16.69,nominal
197,60.0,16.82,nominal
198,60.0,16.76,nominal
199,60.0,16.81,nominal
200,60.0,16.72,nominal
201,60.0,16.72,nominal
202,60.0,16.78,nominal
203,60.0,16.88,nominal
204,60.0,16.89,nominal
205,60.0,16.75,nominal
206,60.0,16.73,nominal
207,60.0,16.71,nominal
208,60.0,16.85,nominal
209,60.0,16.82,nominal
210,60.0,16.84,nominal
211,60.0,16.75,nominal
212,60.0,16.74,nominal
213,60.0,16.82,nominal
215,60.0,16.78,nominal
216,60.0,16.80,nominal
217,60.0,16.82,nominal
218,60.0,16.81,nominal
219,60.0,16.81,nominal
220,60.0,16.70,nominal
221,60.0,16.79,nominal
222,60.0,16.79,nominal
223,60.0,16.86,nominal
224,60.0,16.90,nominal
225,60.0,16.77,nominal
226,60.0,16.83,nominal
227,60.0,16.81,nominal
228,60.0,16.78,nominal
229,60.0,16.93,nominal
230,60.0,16.80,nominal
231,60.0,16.72,nominal
232,60.0,16.83,nominal
233,60.0,16.81,nominal
234,60.0,17.04,nominal
235,60.0,16.76,nominal
236,60.0,16.74,nominal
237,60.0,16.72,nominal
238,60.0,16.76,nominal
239,60.0,17.00,nominal
240,60.0,16.77,nominal
241,60.0,16.82,nominal
242,60.0,16.78,nominal
243,60.0,16.85,nominal
244,60.0,16.80,nominal
245,60.0,16.71,nominal
246,60.0,16.76,nominal
247,60.0,16.75,nominal
248,60.0,16.75,nominal
249,60.0,16.81,nominal
250,60.0,16.76,nominal
251,60.0,16.79,nominal
252,60.0,16.80,nominal
253,60.0,16.79,nominal
254,60.0,16.77,nominal
255,60.0,16.78,nominal
256,60.0,16.70,nominal
257,60.0,16.82,nominal
258,60.0,16.95,nominal
259,60.0,16.78,nominal
260,60.0,16.83,nominal
261,60.0,16.75,nominal
262,60.0,16.80,nominal
263,60.0,16.79,nominal
264,60.0,16.72,nominal
265,60.0,16.70,nominal
266,60.0,16.78,nominal
267,60.0,16.75,nominal
268,60.0,16.99,nominal
269,60.0,16.71,nominal
270,60.0,16.73,nominal
271,60.0,16.82,nominal
272,60.0,16.76,nominal
273,60.0,16.79,nominal
274,60.0,16.83,nominal
275,60.0,16.76,nominal
277,60.0,16.76,nominal
278,60.0,16.77,nominal
279,60.0,16.93,nominal
280,60.0,16.83,nominal
281,60.0,16.78,nominal
282,60.0,16.83,nominal
283,60.0,16.81,nominal
284,60.0,16.81,nominal
285,60.0,16.79,nominal
286,60.0,16.73,nominal
287,60.0,16.75,nominal
288,60.0,16.86,nominal
289,60.0,16.81,nominal
290,60.0,16.84,nominal
291,60.0,16.77,nominal
292,60.0,16.79,nominal
293,60.0,16.82,nominal
294,60.0,16.98,nominal
295,60.0,17.08,nominal
296,60.0,16.79,nominal
297,60.0,16.79,nominal
298,60.0,16.73,nominal
299,60.0,16.86,nominal
300,60.0,16.74,nominal
301,60.0,17.08,nominal
302,60.0,16.82,nominal
303,60.0,16.81,nominal
304,60.0,16.84,nominal
305,60.0,16.72,nominal
306,60.0,16.67,nominal
307,60.0,16.71,nominal
308,55.1,16.88,nominal
309,60.0,0.45,nominal
310,60.0,0.29,nominal
311,60.0,0.44,nominal
312,60.0,0.25,nominal
313,60.0,0.41,nominal
314,60.0,0.41,nominal
315,60.0,0.44,nominal
316,60.0,0.38,nominal
317,60.0,0.34,nominal
318,60.0,0.39,nominal
319,60.0,0.34,nominal
320,60.0,0.41,nominal
321,60.0,0.29,nominal
322,60.0,0.26,nominal
323,56.0,33.39,nominal
324,40.0,33.08,nominal
325,54.1,32.91,nominal
326,60.0,16.62,nominal
327,60.0,16.64,nominal
328,60.0,16.69,nominal
329,60.0,16.73,nominal
330,60.0,16.77,nominal
331,60.0,16.72,nominal
332,60.0,16.68,nominal
333,60.0,16.72,nominal
334,60.0,16.67,nominal
335,60.0,16.78,nominal
336,60.0,16.71,nominal
337,60.0,16.78,nominal
338,60.0,16.75,nominal
340,60.0,16.76,nominal
341,60.0,16.69,nominal
342,60.0,16.69,nominal
343,60.0,16.68,nominal
344,60.0,16.71,nominal
345,60.0,16.78,nominal
346,60.0,16.71,nominal
347,60.0,16.70,nominal
348,60.0,16.77,nominal
349,60.0,16.76,nominal
350,60.0,16.65,nominal
351,60.0,16.68,nominal
352,60.0,16.68,nominal
353,60.0,16.64,nominal
354,60.0,16.77,nominal
355,60.0,16.67,nominal
356,60.0,16.78,nominal
357,60.0,16.79,nominal
358,60.0,16.75,nominal
359,60.0,16.73,nominal
360,60.0,16.68,nominal
361,60.0,16.69,nominal
362,60.0,16.74,nominal
363,60.0,16.66,nominal
364,60.0,16.71,nominal
365,60.0,16.73,nominal
366,60.0,16.67,nominal
367,60.0,16.64,nominal
368,60.0,16.67,nominal
369,60.0,16.66,nominal
370,60.0,16.66,nominal
371,60.0,16.69,nominal
372,60.0,16.71,nominal
373,60.0,16.69,nominal
374,60.0,16.73,nominal
375,60.0,16.68,nominal
376,60.0,16.69,nominal
377,60.0,16.80,nominal
378,56.0,33.15,nominal
379,40.0,33.03,nominal
380,40.0,33.03,nominal
381,53.2,31.90,nominal
382,60.0,0.31,nominal
383,60.0,0.31,nominal
384,60.0,0.34,nominal
385,60.0,0.29,nominal
386,60.0,0.27,nominal
387,60.0,0.47,nominal
388,60.0,0.32,nominal
389,60.0,0.30,nominal
390,60.0,0.30,nominal
391,60.0,0.27,nominal
392,60.0,0.29,nominal
393,60.0,0.28,nominal
394,60.0,0.45,nominal
395,60.0,0.32,nominal
396,60.0,0.28,nominal
397,60.0,0.28,nominal
398,60.0,0.24,nominal
399,60.0,0.36,nominal
400,60.0,0.32,nominal
401,60.0,0.31,nominal
402,60.0,0.28,nominal
404,60.0,0.35,nominal
405,60.0,0.26,nominal
406,60.0,0.29,nominal
407,60.0,0.22,nominal
408,60.0,0.37,nominal
409,60.0,0.30,nominal
410,60.0,0.37,nominal
411,60.0,0.28,nominal
412,60.0,0.25,nominal
413,60.0,0.33,nominal
414,60.0,0.28,nominal
415,60.0,0.29,nominal
416,60.0,0.33,nominal
417,60.0,0.32,nominal
418,60.0,0.32,nominal
419,60.0,0.26,nominal
420,60.0,0.27,nominal
421,60.0,0.23,nominal
422,60.0,0.27,nominal
423,60.0,0.28,nominal
424,60.0,0.30,nominal
425,60.0,0.37,nominal
426,60.0,0.24,nominal
427,60.0,0.24,nominal
428,60.0,0.26,nominal
429,60.0,0.26,nominal
430,60.0,0.29,nominal
431,60.0,0.26,nominal
432,60.0,0.29,nominal
433,60.0,0.27,nominal
434,60.0,0.26,nominal
435,60.0,0.33,nominal
436,60.0,0.26,nominal
437,60.0,0.25,nominal
438,60.0,0.25,nominal
439,60.0,0.25,nominal
440,56.6,0.34,nominal
441,59.5,0.40,nominal
442,47.6,33.31,nominal
443,44.6,32.94,nominal
444,60.0,16.54,nominal
445,60.0,16.64,nominal
446,57.9,16.55,nominal
447,60.1,0.52,nominal
448,60.0,0.27,nominal
449,60.0,0.34,nominal
450,60.0,0.26,nominal
451,60.0,0.18,nominal
452,60.0,0.25,nominal
453,60.0,0.22,nominal
454,60.0,0.33,nominal
455,60.0,0.25,nominal
456,60.0,0.19,nominal
457,60.0,0.17,nominal
458,60.0,0.17,nominal
459,60.0,0.39,nominal
460,60.0,0.18,nominal
461,60.0,0.19,nominal
462,60.0,0.17,nominal
463,60.0,0.45,nominal
464,60.0,0.37,nominal
466,60.0,0.18,nominal
467,60.0,0.61,nominal
468,60.0,0.51,nominal
469,60.0,0.55,nominal
470,60.0,0.52,nominal
471,60.0,0.18,nominal
472,60.0,0.19,nominal
473,60.0,0.17,nominal
474,60.0,0.37,nominal
475,60.0,0.54,nominal
476,60.0,0.25,nominal
477,60.0,0.14,nominal
478,60.0,0.15,nominal
479,60.0,0.16,nominal
480,60.0,0.23,nominal
481,60.0,0.17,nominal
482,60.0,0.23,nominal
483,60.0,0.16,nominal
484,60.0,0.37,nominal
485,60.0,0.31,nominal
486,60.0,0.17,nominal
487,60.0,0.16,nominal
488,60.0,0.16,nominal
489,60.0,0.16,nominal
490,60.0,0.18,nominal
491,60.0,0.17,nominal
492,60.0,0.17,nominal
493,60.0,0.16,nominal
494,60.0,0.17,nominal
495,60.0,0.36,nominal
496,60.0,0.17,nominal
497,60.0,0.24,nominal
498,60.0,0.19,nominal
499,60.0,0.16,nominal
500,60.0,0.30,nominal
501,60.0,0.18,nominal
502,60.0,0.27,nominal
503,60.0,0.17,nominal
504,60.0,0.24,nominal
505,60.0,0.20,nominal
506,60.0,0.16,nominal
507,60.0,0.19,nominal
508,60.0,0.19,nominal
509,60.0,0.18,nominal
510,60.0,0.35,nominal
511,60.0,0.19,nominal
512,60.0,0.17,nominal
513,60.0,0.18,nominal
514,60.0,0.16,nominal
515,60.0,0.19,nominal
516,60.0,0.18,nominal
517,60.0,0.14,nominal
518,60.0,0.16,nominal
519,60.0,0.18,nominal
520,60.0,0.30,nominal
521,60.0,0.19,nominal
522,60.0,0.17,nominal
523,60.0,0.40,nominal
524,60.0,0.17,nominal
525,60.0,0.26,nominal
527,60.0,0.17,nominal
528,60.0,0.31,nominal
529,60.0,0.17,nominal
530,60.0,0.46,nominal
531,60.0,0.21,nominal
532,60.0,0.18,nominal
533,60.0,0.20,nominal
534,60.0,0.17,nominal
535,60.0,0.20,nominal
536,60.0,0.31,nominal
537,60.0,0.38,nominal
538,60.0,0.16,nominal
539,60.0,0.19,nominal
540,60.0,0.30,nominal
541,60.0,0.20,nominal
542,60.0,0.16,nominal
543,60.0,0.16,nominal
544,60.0,0.26,nominal
545,60.0,0.18,nominal
546,60.0,0.17,nominal
547,60.0,0.20,nominal
548,60.0,0.15,nominal
549,60.0,0.59,nominal
550,60.0,0.52,nominal
551,60.0,0.32,nominal
552,60.0,0.59,nominal
553,60.0,0.45,nominal
554,60.0,0.64,nominal
555,60.0,0.42,nominal
556,60.0,0.70,nominal
557,60.0,0.64,nominal
558,60.0,0.43,nominal
559,60.0,0.49,nominal
560,60.0,0.70,nominal
561,60.0,0.33,nominal
562,60.0,0.56,nominal
563,60.0,0.50,nominal
564,60.0,0.51,nominal
565,60.0,0.59,nominal
566,60.0,0.44,nominal
567,60.0,0.43,nominal
568,60.0,0.33,nominal
569,60.0,0.32,nominal
570,60.0,0.39,nominal
571,60.0,0.61,nominal
572,60.0,0.48,nominal
573,60.0,0.46,nominal
574,60.0,0.36,nominal
575,60.0,0.36,nominal
576,60.0,0.45,nominal
577,60.0,0.41,nominal
578,60.0,0.35,nominal
579,60.0,0.36,nominal
580,60.0,0.44,nominal
581,60.0,0.34,nominal
582,60.0,0.43,nominal
583,60.0,0.51,nominal
584,60.0,0.45,nominal
585,60.0,0.48,nominal
586,60.0,0.39,nominal
588,60.0,0.48,nominal
589,60.0,0.44,nominal
590,60.0,0.32,nominal
591,60.0,0.44,nominal
592,60.0,0.39,nominal
593,60.0,0.45,nominal
594,60.0,0.47,nominal
595,60.0,0.51,nominal
596,60.0,0.45,nominal
597,60.0,0.44,nominal
598,60.0,0.32,nominal
599,60.0,0.32,nominal
600,60.0,0.35,nominal
601,60.0,0.45,nominal
602,60.0,0.42,nominal
603,60.0,0.36,nominal
604,60.0,0.38,nominal
605,60.0,0.46,nominal
606,60.0,0.37,nominal
607,60.0,0.45,nominal
608,60.0,0.55,nominal
609,60.0,0.47,nominal
610,60.0,0.47,nominal
611,60.0,0.46,nominal
612,60.0,0.43,nominal
613,60.0,0.42,nominal
614,60.0,0.42,nominal
615,60.0,0.32,nominal
616,60.0,0.38,nominal
617,60.0,0.52,nominal
618,60.0,0.48,nominal
619,60.0,0.50,nominal
620,60.0,0.32,nominal
621,60.0,0.48,nominal
622,60.0,0.43,nominal
623,60.0,0.46,nominal
624,60.0,0.49,nominal
625,60.0,0.35,nominal
626,60.0,0.58,nominal
627,60.0,0.47,nominal
628,60.0,0.37,nominal
629,60.0,0.45,nominal
630,60.0,0.48,nominal
631,60.0,0.43,nominal
632,60.0,0.45,nominal
633,60.0,0.89,nominal
634,60.0,0.40,nominal
635,60.0,0.39,nominal
636,60.0,0.46,nominal
637,60.0,0.46,nominal
638,60.0,0.51,nominal
639,60.0,0.67,nominal
640,60.0,0.37,nominal
641,60.0,0.55,nominal
642,60.0,0.47,nominal
643,60.0,0.47,nominal
644,60.0,0.41,nominal
645,60.0,0.48,nominal
646,60.0,0.57,nominal
647,60.0,0.35,nominal
649,60.0,0.34,nominal
650,60.0,0.50,nominal
651,60.0,0.53,nominal
652,60.0,0.43,nominal
653,60.0,0.52,nominal
654,60.0,0.40,nominal
655,60.0,0.39,nominal
656,60.0,0.58,nominal
657,60.0,0.47,nominal
658,60.0,0.39,nominal
659,60.0,0.45,nominal
660,60.0,0.49,nominal
661,60.0,0.53,nominal
662,60.0,0.55,nominal
663,60.0,0.57,nominal
664,60.0,0.44,nominal
665,60.0,0.47,nominal
666,60.0,0.47,nominal
667,60.0,0.51,nominal
668,60.0,0.49,nominal
669,60.0,0.50,nominal
670,60.0,0.46,nominal
671,60.0,0.39,nominal
672,60.0,0.41,nominal
673,60.0,0.42,nominal
674,60.0,0.49,nominal
675,60.0,0.36,nominal
676,60.0,0.63,nominal
677,60.0,0.47,nominal
678,60.0,0.35,nominal
679,60.0,0.52,nominal
680,60.0,0.54,nominal
681,60.0,0.51,nominal
682,60.0,0.39,nominal
683,60.0,0.43,nominal
684,60.0,0.38,nominal
685,60.0,0.52,nominal
686,60.0,0.51,nominal
687,60.0,0.44,nominal
688,60.0,0.61,nominal
689,60.0,0.47,nominal
690,60.0,0.48,nominal
691,60.0,0.45,nominal
692,60.0,0.56,nominal
693,60.0,0.35,nominal
694,60.0,0.49,nominal
695,60.0,0.56,nominal
696,60.0,0.50,nominal
697,60.0,0.46,nominal
698,60.0,0.63,nominal
699,60.0,0.44,nominal
700,60.0,0.43,nominal
701,60.0,0.45,nominal
702,60.0,0.53,nominal
703,60.0,0.39,nominal
704,60.0,0.39,nominal
705,60.0,0.41,nominal
706,60.0,0.47,nominal
707,60.0,0.40,nominal
708,60.0,0.54,nominal
709,60.0,0.43,nominal
711,60.0,0.45,nominal
712,60.0,0.47,nominal
713,60.0,0.51,nominal
714,60.0,0.52,nominal
715,60.0,0.58,nominal
716,60.0,0.48,nominal
717,60.0,0.45,nominal
718,60.0,0.46,nominal
719,60.0,0.47,nominal
720,60.0,0.48,nominal
721,60.0,0.48,nominal
722,60.0,0.45,nominal
723,60.0,0.46,nominal
724,60.0,0.45,nominal
725,60.0,0.34,nominal
726,60.0,0.64,nominal
727,60.0,0.46,nominal
728,60.0,0.46,nominal
729,60.0,0.45,nominal
730,60.0,0.40,nominal
731,60.0,0.48,nominal
732,60.0,0.43,nominal
733,60.0,0.44,nominal
734,60.0,0.54,nominal
735,60.0,0.46,nominal
736,60.0,0.45,nominal
737,60.0,0.65,nominal
738,60.0,0.64,nominal
739,60.0,0.61,nominal
740,60.0,0.47,nominal
741,60.0,0.57,nominal
742,60.0,0.44,nominal
743,60.0,0.35,nominal
744,60.0,0.49,nominal
745,60.0,0.48,nominal
746,60.0,0.47,nominal
747,60.0,0.35,nominal
748,60.0,0.37,nominal
749,60.0,0.46,nominal
750,60.0,0.45,nominal
751,60.0,0.42,nominal
752,60.0,0.57,nominal
753,60.0,0.47,nominal
754,60.0,0.45,nominal
755,60.0,0.41,nominal
756,60.0,0.51,nominal
757,60.0,0.72,nominal
758,60.0,0.48,nominal
759,60.0,0.40,nominal
760,60.0,0.45,nominal
761,60.0,0.43,nominal
762,60.0,0.33,nominal
763,60.0,0.46,nominal
764,60.0,0.36,nominal
765,60.0,0.34,nominal
766,60.0,0.42,nominal
767,60.0,0.40,nominal
768,60.0,0.43,nominal
769,60.0,0.35,nominal
770,60.0,0.33,nominal
772,60.0,0.50,nominal
773,60.0,0.34,nominal
774,60.0,0.35,nominal
775,60.0,0.55,nominal
776,60.0,0.32,nominal
777,60.0,0.38,nominal
778,60.0,0.37,nominal
779,60.0,0.34,nominal
780,60.0,0.31,nominal
781,60.0,0.33,nominal
782,60.0,0.45,nominal
783,60.0,0.46,nominal
784,60.0,0.45,nominal
785,60.0,0.39,nominal
786,60.0,0.45,nominal
787,60.0,0.60,nominal
788,60.0,0.58,nominal
789,60.0,0.72,nominal
790,60.0,0.57,nominal
791,60.0,0.57,nominal
792,60.0,0.42,nominal
793,60.0,0.49,nominal
794,60.0,0.57,nominal
795,60.0,0.71,nominal
796,60.0,0.45,nominal
797,60.0,0.58,nominal
798,60.0,0.60,nominal
799,60.0,0.44,nominal
800,60.0,0.46,nominal
801,60.0,0.43,nominal
802,60.0,0.46,nominal
803,60.0,0.56,nominal
804,60.0,0.63,nominal
805,60.0,0.77,nominal
806,60.0,0.73,nominal
807,60.0,0.57,nominal
808,60.0,0.52,nominal
809,60.0,0.46,nominal
810,60.0,0.44,nominal
811,60.0,0.60,nominal
812,60.0,0.46,nominal
813,60.0,0.48,nominal
814,60.0,0.40,nominal
815,60.0,0.45,nominal
816,60.0,0.49,nominal
817,60.0,0.45,nominal
818,60.0,0.67,nominal
819,60.0,0.57,nominal
820,60.0,0.62,nominal
821,60.0,0.60,nominal
822,60.0,0.47,nominal
823,60.0,0.48,nominal
824,60.0,0.44,nominal
825,60.0,0.36,nominal
826,60.0,0.43,nominal
827,60.0,0.37,nominal
828,60.0,0.53,nominal
829,60.0,0.61,nominal
830,60.0,0.48,nominal
831,60.0,0.53,nominal
833,60.0,0.45,nominal
834,60.0,0.48,nominal
835,60.0,0.50,nominal
836,60.0,0.46,nominal
837,60.0,0.40,nominal
838,60.0,0.46,nominal
839,60.0,0.53,nominal
840,60.0,0.43,nominal
841,60.0,0.52,nominal
842,60.0,0.60,nominal
843,60.0,0.34,nominal
844,60.0,0.37,nominal
845,60.0,0.45,nominal
846,60.0,0.38,nominal
847,60.0,0.43,nominal
848,60.0,0.33,nominal
849,60.0,0.50,nominal
850,60.0,0.34,nominal
851,60.0,0.43,nominal
852,60.0,0.37,nominal
853,60.0,0.37,nominal
854,60.0,0.36,nominal
855,60.0,0.37,nominal
856,60.0,0.48,nominal
857,60.0,0.40,nominal
858,60.0,0.43,nominal
859,60.0,0.57,nominal
860,60.0,0.61,nominal
861,60.0,0.62,nominal
862,60.0,0.61,nominal
863,60.0,0.58,nominal
864,60.0,0.61,nominal
865,60.0,0.46,nominal
866,60.0,0.58,nominal
867,60.0,0.60,nominal
868,60.0,0.42,nominal
869,60.0,0.53,nominal
870,60.0,0.49,nominal
871,60.0,0.44,nominal
872,60.0,0.59,nominal
873,60.0,0.45,nominal
874,60.0,0.58,nominal
875,60.0,0.69,nominal
876,60.0,0.59,nominal
877,60.0,0.47,nominal
878,60.0,0.50,nominal
879,60.0,0.56,nominal
880,60.0,0.56,nominal
881,60.0,0.59,nominal
882,60.0,0.58,nominal
883,60.0,0.49,nominal
884,60.0,0.41,nominal
885,60.0,0.45,nominal
886,60.0,0.72,nominal
887,60.0,0.48,nominal
888,60.0,0.45,nominal
889,60.0,0.70,nominal
890,60.0,0.55,nominal
891,60.0,0.34,nominal
892,60.0,0.49,nominal
894,60.0,0.45,nominal
895,60.0,0.47,nominal
896,60.0,0.40,nominal
897,60.0,0.34,nominal
898,60.0,0.39,nominal
899,60.0,0.45,nominal
900,60.0,0.33,nominal
901,60.0,0.33,nominal
902,60.0,0.36,nominal
903,60.0,0.34,nominal
904,60.0,0.45,nominal
905,60.0,0.37,nominal
906,60.0,0.45,nominal
907,60.0,0.45,nominal
908,60.0,0.46,nominal
909,60.0,0.49,nominal
910,60.0,0.50,nominal
911,60.0,0.48,nominal
912,60.0,0.40,nominal
913,60.0,0.57,nominal
914,60.0,0.38,nominal
915,60.0,0.41,nominal
916,60.0,0.37,nominal
917,60.0,0.38,nominal
918,60.0,0.76,nominal
919,60.0,0.44,nominal
920,60.0,0.53,nominal
921,60.0,0.50,nominal
922,60.0,0.44,nominal
923,60.0,0.33,nominal
924,60.0,0.48,nominal
925,60.0,0.42,nominal
926,60.0,0.34,nominal
927,60.0,0.40,nominal
928,60.0,0.48,nominal
929,60.0,0.49,nominal
930,60.0,0.44,nominal
931,60.0,0.33,nominal
932,60.0,0.48,nominal
933,60.0,0.52,nominal
934,60.0,0.42,nominal
935,60.0,0.43,nominal
936,60.0,0.45,nominal
937,60.0,0.46,nominal
938,60.0,0.52,nominal
939,60.0,0.56,nominal
940,60.0,0.69,nominal
941,60.0,0.51,nominal
942,60.0,0.49,nominal
943,60.0,0.56,nominal
944,60.0,0.70,nominal
945,60.0,0.21,nominal
946,60.0,0.71,nominal
947,60.0,0.36,nominal
948,60.0,0.38,nominal
949,60.0,0.34,nominal
950,60.0,0.76,nominal
951,60.0,0.33,nominal
952,60.0,0.46,nominal
953,60.0,0.47,nominal
955,60.0,0.48,nominal
956,60.0,0.46,nominal
957,60.0,0.48,nominal
958,60.0,0.43,nominal
959,60.0,0.33,nominal
960,60.0,0.32,nominal
961,60.0,0.32,nominal
962,60.0,0.52,nominal
963,60.0,0.44,nominal
964,60.0,0.76,nominal
965,60.0,0.52,nominal
966,60.0,0.56,nominal
967,60.0,0.56,nominal
968,60.0,0.33,nominal
969,60.0,0.55,nominal
970,60.0,0.57,nominal
971,60.0,0.46,nominal
972,60.0,0.48,nominal
973,60.0,0.65,nominal
974,60.0,0.35,nominal
975,60.0,0.31,nominal
976,60.0,0.32,nominal
977,60.0,0.37,nominal
978,60.0,0.49,nominal
979,60.0,0.54,nominal
980,60.0,0.45,nominal
981,60.0,0.30,nominal
982,60.0,0.28,nominal
983,60.0,0.26,nominal
984,60.0,0.40,nominal
985,60.0,0.26,nominal
986,60.0,0.37,nominal
987,60.0,0.27,nominal
988,60.0,0.32,nominal
989,60.0,0.32,nominal
990,60.0,0.29,nominal
991,60.0,0.27,nominal
992,60.0,0.36,nominal
993,60.0,0.21,nominal
994,60.0,0.27,nominal
995,60.0,0.30,nominal
996,60.0,0.38,nominal
997,60.0,0.30,nominal
998,60.0,0.28,nominal
999,60.0,0.38,nominal
1000,60.0,0.43,nominal
1001,60.0,0.19,nominal
1002,60.0,0.27,nominal
1003,60.0,0.27,nominal
1004,60.0,0.25,nominal
1005,60.0,0.26,nominal
1006,60.0,0.27,nominal
1007,60.0,0.40,nominal
1008,60.0,0.26,nominal
1009,60.0,0.28,nominal
1010,60.0,0.54,nominal
1011,60.0,0.46,nominal
1012,60.0,0.30,nominal
