t_s,port,port_name,status,d1,d2
2488.863432,32:0,ROLI Piano ROLI Piano MIDI 1,230,84,63
2488.869250,32:0,ROLI Piano ROLI Piano MIDI 1,230,78,63
2488.872452,32:0,ROLI Piano ROLI Piano MIDI 1,214,1,0
2488.875457,32:0,ROLI Piano ROLI Piano MIDI 1,230,91,63
2488.881495,32:0,ROLI Piano ROLI Piano MIDI 1,230,117,63
2488.886480,32:0,ROLI Piano ROLI Piano MIDI 1,214,13,0
2488.887418,32:0,ROLI Piano ROLI Piano MIDI 1,230,0,64
2488.900483,32:0,ROLI Piano ROLI Piano MIDI 1,214,25,0
2488.905494,32:0,ROLI Piano ROLI Piano MIDI 1,225,59,63
2488.911508,32:0,ROLI Piano ROLI Piano MIDI 1,225,121,62
2488.914506,32:0,ROLI Piano ROLI Piano MIDI 1,214,36,0
2488.917556,32:0,ROLI Piano ROLI Piano MIDI 1,225,85,62
2488.928553,32:0,ROLI Piano ROLI Piano MIDI 1,214,42,0
2488.932479,32:0,ROLI Piano ROLI Piano MIDI 1,209,16,0
2488.935374,32:0,ROLI Piano ROLI Piano MIDI 1,230,18,64
2488.941525,32:0,ROLI Piano ROLI Piano MIDI 1,230,38,64
2488.942534,32:0,ROLI Piano ROLI Piano MIDI 1,214,45,0
2488.946498,32:0,ROLI Piano ROLI Piano MIDI 1,209,44,0
2488.947311,32:0,ROLI Piano ROLI Piano MIDI 1,230,49,64
2488.953596,32:0,ROLI Piano ROLI Piano MIDI 1,230,51,64
2488.956556,32:0,ROLI Piano ROLI Piano MIDI 1,214,52,0
2488.959540,32:0,ROLI Piano ROLI Piano MIDI 1,230,48,64
2488.960355,32:0,ROLI Piano ROLI Piano MIDI 1,209,72,0
2488.965536,32:0,ROLI Piano ROLI Piano MIDI 1,230,33,64
2488.970526,32:0,ROLI Piano ROLI Piano MIDI 1,214,57,0
2488.971377,32:0,ROLI Piano ROLI Piano MIDI 1,230,19,64
2488.974442,32:0,ROLI Piano ROLI Piano MIDI 1,209,93,0
2488.977486,32:0,ROLI Piano ROLI Piano MIDI 1,230,1,64
2488.983513,32:0,ROLI Piano ROLI Piano MIDI 1,230,0,64
2488.984281,32:0,ROLI Piano ROLI Piano MIDI 1,214,59,0
2488.988409,32:0,ROLI Piano ROLI Piano MIDI 1,209,114,0
2488.989332,32:0,ROLI Piano ROLI Piano MIDI 1,225,90,62
2488.995479,32:0,ROLI Piano ROLI Piano MIDI 1,225,14,63
2488.998468,32:0,ROLI Piano ROLI Piano MIDI 1,214,57,0
2489.001414,32:0,ROLI Piano ROLI Piano MIDI 1,225,76,63
2489.002202,32:0,ROLI Piano ROLI Piano MIDI 1,209,112,0
2489.007449,32:0,ROLI Piano ROLI Piano MIDI 1,225,0,64
2489.012442,32:0,ROLI Piano ROLI Piano MIDI 1,214,48,0
2489.016435,32:0,ROLI Piano ROLI Piano MIDI 1,209,91,0
2489.026493,32:0,ROLI Piano ROLI Piano MIDI 1,214,35,0
2489.030412,32:0,ROLI Piano ROLI Piano MIDI 1,209,61,0
2489.031188,32:0,ROLI Piano ROLI Piano MIDI 1,225,65,64
2489.037698,32:0,ROLI Piano ROLI Piano MIDI 1,225,99,64
2489.040493,32:0,ROLI Piano ROLI Piano MIDI 1,214,24,0
2489.043488,32:0,ROLI Piano ROLI Piano MIDI 1,230,111,63
2489.043504,32:0,ROLI Piano ROLI Piano MIDI 1,225,108,64
2489.044329,32:0,ROLI Piano ROLI Piano MIDI 1,209,35,0
2489.049426,32:0,ROLI Piano ROLI Piano MIDI 1,230,94,63
2489.049435,32:0,ROLI Piano ROLI Piano MIDI 1,225,99,64
2489.054284,32:0,ROLI Piano ROLI Piano MIDI 1,214,20,0
2489.055258,32:0,ROLI Piano ROLI Piano MIDI 1,230,90,63
2489.055275,32:0,ROLI Piano ROLI Piano MIDI 1,225,65,64
2489.058261,32:0,ROLI Piano ROLI Piano MIDI 1,209,9,0
2489.061431,32:0,ROLI Piano ROLI Piano MIDI 1,230,95,63
2489.061449,32:0,ROLI Piano ROLI Piano MIDI 1,225,19,64
2489.067389,32:0,ROLI Piano ROLI Piano MIDI 1,230,105,63
2489.067404,32:0,ROLI Piano ROLI Piano MIDI 1,225,0,64
2489.068303,32:0,ROLI Piano ROLI Piano MIDI 1,214,21,0
2489.072455,32:0,ROLI Piano ROLI Piano MIDI 1,209,0,0
2489.073527,32:0,ROLI Piano ROLI Piano MIDI 1,230,120,63
2489.079527,32:0,ROLI Piano ROLI Piano MIDI 1,230,0,64
2489.082514,32:0,ROLI Piano ROLI Piano MIDI 1,214,26,0
2489.096486,32:0,ROLI Piano ROLI Piano MIDI 1,214,31,0
2489.110397,32:0,ROLI Piano ROLI Piano MIDI 1,214,33,0
2489.124431,32:0,ROLI Piano ROLI Piano MIDI 1,214,32,0
2489.131390,32:0,ROLI Piano ROLI Piano MIDI 1,129,81,1
2489.146431,32:0,ROLI Piano ROLI Piano MIDI 1,214,31,0
2489.157634,32:0,ROLI Piano ROLI Piano MIDI 1,214,29,0
2489.168454,32:0,ROLI Piano ROLI Piano MIDI 1,214,28,0
2489.179455,32:0,ROLI Piano ROLI Piano MIDI 1,214,25,0
2489.190424,32:0,ROLI Piano ROLI Piano MIDI 1,214,23,0
2489.201440,32:0,ROLI Piano ROLI Piano MIDI 1,214,18,0
2489.212495,32:0,ROLI Piano ROLI Piano MIDI 1,214,13,0
2489.223399,32:0,ROLI Piano ROLI Piano MIDI 1,214,9,0
2489.234471,32:0,ROLI Piano ROLI Piano MIDI 1,214,4,0
2489.245401,32:0,ROLI Piano ROLI Piano MIDI 1,214,0,0
2489.272382,32:0,ROLI Piano ROLI Piano MIDI 1,230,126,63
2489.277729,32:0,ROLI Piano ROLI Piano MIDI 1,230,114,63
2489.282538,32:0,ROLI Piano ROLI Piano MIDI 1,230,102,63
2489.287514,32:0,ROLI Piano ROLI Piano MIDI 1,230,94,63
2489.292502,32:0,ROLI Piano ROLI Piano MIDI 1,230,82,63
2489.297496,32:0,ROLI Piano ROLI Piano MIDI 1,230,78,63
2489.302529,32:0,ROLI Piano ROLI Piano MIDI 1,230,80,63
2489.307527,32:0,ROLI Piano ROLI Piano MIDI 1,230,76,63
2489.312545,32:0,ROLI Piano ROLI Piano MIDI 1,230,78,63
2489.317626,32:0,ROLI Piano ROLI Piano MIDI 1,230,88,63
2489.322488,32:0,ROLI Piano ROLI Piano MIDI 1,230,90,63
2489.327274,32:0,ROLI Piano ROLI Piano MIDI 1,230,94,63
2489.332439,32:0,ROLI Piano ROLI Piano MIDI 1,230,96,63
2489.337495,32:0,ROLI Piano ROLI Piano MIDI 1,230,99,63
2489.342468,32:0,ROLI Piano ROLI Piano MIDI 1,230,105,63
2489.347511,32:0,ROLI Piano ROLI Piano MIDI 1,230,107,63
2489.352451,32:0,ROLI Piano ROLI Piano MIDI 1,230,110,63
2489.357638,32:0,ROLI Piano ROLI Piano MIDI 1,230,112,63
2489.367469,32:0,ROLI Piano ROLI Piano MIDI 1,230,106,63
2489.372354,32:0,ROLI Piano ROLI Piano MIDI 1,230,108,63
2489.377478,32:0,ROLI Piano ROLI Piano MIDI 1,230,110,63
2489.382453,32:0,ROLI Piano ROLI Piano MIDI 1,230,113,63
2489.385378,32:0,ROLI Piano ROLI Piano MIDI 1,231,0,64
2489.385383,32:0,ROLI Piano ROLI Piano MIDI 1,151,86,47
2489.388508,32:0,ROLI Piano ROLI Piano MIDI 1,230,115,63
2489.394544,32:0,ROLI Piano ROLI Piano MIDI 1,230,112,63
2489.400424,32:0,ROLI Piano ROLI Piano MIDI 1,230,110,63
2489.406397,32:0,ROLI Piano ROLI Piano MIDI 1,230,119,63
2489.412511,32:0,ROLI Piano ROLI Piano MIDI 1,230,0,64
2489.418498,32:0,ROLI Piano ROLI Piano MIDI 1,230,119,63
2489.424539,32:0,ROLI Piano ROLI Piano MIDI 1,230,120,63
2489.485382,32:0,ROLI Piano ROLI Piano MIDI 1,230,0,64
2489.485388,32:0,ROLI Piano ROLI Piano MIDI 1,134,52,1
2489.494454,32:0,ROLI Piano ROLI Piano MIDI 1,215,3,0
2489.505473,32:0,ROLI Piano ROLI Piano MIDI 1,215,2,0
2489.516456,32:0,ROLI Piano ROLI Piano MIDI 1,215,13,0
2489.527462,32:0,ROLI Piano ROLI Piano MIDI 1,215,28,0
2489.538363,32:0,ROLI Piano ROLI Piano MIDI 1,215,38,0
2489.545362,32:0,ROLI Piano ROLI Piano MIDI 1,231,117,63
2489.549444,32:0,ROLI Piano ROLI Piano MIDI 1,215,41,0
2489.550278,32:0,ROLI Piano ROLI Piano MIDI 1,231,100,63
2489.555255,32:0,ROLI Piano ROLI Piano MIDI 1,231,92,63
2489.560370,32:0,ROLI Piano ROLI Piano MIDI 1,215,40,0
2489.560375,32:0,ROLI Piano ROLI Piano MIDI 1,231,85,63
2489.565512,32:0,ROLI Piano ROLI Piano MIDI 1,231,77,63
2489.570330,32:0,ROLI Piano ROLI Piano MIDI 1,231,74,63
2489.575398,32:0,ROLI Piano ROLI Piano MIDI 1,231,77,63
2489.580491,32:0,ROLI Piano ROLI Piano MIDI 1,231,81,63
2489.582473,32:0,ROLI Piano ROLI Piano MIDI 1,215,41,0
2489.585402,32:0,ROLI Piano ROLI Piano MIDI 1,231,89,63
2489.590520,32:0,ROLI Piano ROLI Piano MIDI 1,231,104,63
2489.593432,32:0,ROLI Piano ROLI Piano MIDI 1,215,45,0
2489.595441,32:0,ROLI Piano ROLI Piano MIDI 1,231,124,63
2489.600485,32:0,ROLI Piano ROLI Piano MIDI 1,231,0,64
2489.604382,32:0,ROLI Piano ROLI Piano MIDI 1,215,50,0
2489.615519,32:0,ROLI Piano ROLI Piano MIDI 1,215,56,0
2489.626319,32:0,ROLI Piano ROLI Piano MIDI 1,215,60,0
2489.637659,32:0,ROLI Piano ROLI Piano MIDI 1,215,62,0
2489.648519,32:0,ROLI Piano ROLI Piano MIDI 1,215,64,0
2489.659408,32:0,ROLI Piano ROLI Piano MIDI 1,215,65,0
2489.670416,32:0,ROLI Piano ROLI Piano MIDI 1,215,66,0
2489.681488,32:0,ROLI Piano ROLI Piano MIDI 1,215,68,0
2489.692440,32:0,ROLI Piano ROLI Piano MIDI 1,215,67,0
2489.703415,32:0,ROLI Piano ROLI Piano MIDI 1,215,66,0
2489.710484,32:0,ROLI Piano ROLI Piano MIDI 1,231,109,63
2489.714457,32:0,ROLI Piano ROLI Piano MIDI 1,215,62,0
2489.715434,32:0,ROLI Piano ROLI Piano MIDI 1,231,83,63
2489.720511,32:0,ROLI Piano ROLI Piano MIDI 1,231,58,63
2489.725570,32:0,ROLI Piano ROLI Piano MIDI 1,215,58,0
2489.725575,32:0,ROLI Piano ROLI Piano MIDI 1,231,41,63
2489.730462,32:0,ROLI Piano ROLI Piano MIDI 1,231,27,63
2489.735367,32:0,ROLI Piano ROLI Piano MIDI 1,231,17,63
2489.736272,32:0,ROLI Piano ROLI Piano MIDI 1,215,56,0
2489.740413,32:0,ROLI Piano ROLI Piano MIDI 1,231,9,63
2489.745520,32:0,ROLI Piano ROLI Piano MIDI 1,231,2,63
2489.747404,32:0,ROLI Piano ROLI Piano MIDI 1,215,53,0
2489.750392,32:0,ROLI Piano ROLI Piano MIDI 1,231,124,62
2489.752425,32:0,ROLI Piano ROLI Piano MIDI 1,232,0,64
2489.752430,32:0,ROLI Piano ROLI Piano MIDI 1,152,50,92
2489.761523,32:0,ROLI Piano ROLI Piano MIDI 1,215,54,0
2489.762244,32:0,ROLI Piano ROLI Piano MIDI 1,231,125,62
2489.768534,32:0,ROLI Piano ROLI Piano MIDI 1,231,126,62
2489.774483,32:0,ROLI Piano ROLI Piano MIDI 1,231,4,63
2489.780462,32:0,ROLI Piano ROLI Piano MIDI 1,231,13,63
2489.786489,32:0,ROLI Piano ROLI Piano MIDI 1,231,22,63
2489.789453,32:0,ROLI Piano ROLI Piano MIDI 1,215,53,0
2489.792513,32:0,ROLI Piano ROLI Piano MIDI 1,231,30,63
2489.798350,32:0,ROLI Piano ROLI Piano MIDI 1,231,36,63
2489.804493,32:0,ROLI Piano ROLI Piano MIDI 1,231,44,63
2489.810561,32:0,ROLI Piano ROLI Piano MIDI 1,231,53,63
2489.816552,32:0,ROLI Piano ROLI Piano MIDI 1,231,67,63
2489.817449,32:0,ROLI Piano ROLI Piano MIDI 1,215,52,0
2489.822476,32:0,ROLI Piano ROLI Piano MIDI 1,231,84,63
2489.828491,32:0,ROLI Piano ROLI Piano MIDI 1,231,103,63
2489.831453,32:0,ROLI Piano ROLI Piano MIDI 1,215,48,0
2489.834491,32:0,ROLI Piano ROLI Piano MIDI 1,231,126,63
2489.840396,32:0,ROLI Piano ROLI Piano MIDI 1,231,0,64
2489.845388,32:0,ROLI Piano ROLI Piano MIDI 1,215,40,0
2489.859492,32:0,ROLI Piano ROLI Piano MIDI 1,215,19,0
2489.873421,32:0,ROLI Piano ROLI Piano MIDI 1,215,0,0
2489.889388,32:0,ROLI Piano ROLI Piano MIDI 1,232,106,63
2489.895435,32:0,ROLI Piano ROLI Piano MIDI 1,232,80,63
2489.901441,32:0,ROLI Piano ROLI Piano MIDI 1,232,67,63
2489.907441,32:0,ROLI Piano ROLI Piano MIDI 1,232,57,63
2489.913345,32:0,ROLI Piano ROLI Piano MIDI 1,232,54,63
2489.919430,32:0,ROLI Piano ROLI Piano MIDI 1,232,53,63
2489.920465,32:0,ROLI Piano ROLI Piano MIDI 1,216,5,0
2489.925382,32:0,ROLI Piano ROLI Piano MIDI 1,232,61,63
2489.931531,32:0,ROLI Piano ROLI Piano MIDI 1,232,69,63
2489.934500,32:0,ROLI Piano ROLI Piano MIDI 1,216,14,0
2489.937657,32:0,ROLI Piano ROLI Piano MIDI 1,232,81,63
2489.943415,32:0,ROLI Piano ROLI Piano MIDI 1,232,92,63
2489.948539,32:0,ROLI Piano ROLI Piano MIDI 1,216,20,0
2489.949312,32:0,ROLI Piano ROLI Piano MIDI 1,232,102,63
2489.955517,32:0,ROLI Piano ROLI Piano MIDI 1,232,115,63
2489.961517,32:0,ROLI Piano ROLI Piano MIDI 1,232,0,64
2489.962269,32:0,ROLI Piano ROLI Piano MIDI 1,216,25,0
2489.963273,32:0,ROLI Piano ROLI Piano MIDI 1,135,86,1
2489.973496,32:0,ROLI Piano ROLI Piano MIDI 1,216,30,0
2489.984480,32:0,ROLI Piano ROLI Piano MIDI 1,216,33,0
2489.995400,32:0,ROLI Piano ROLI Piano MIDI 1,216,35,0
2490.006438,32:0,ROLI Piano ROLI Piano MIDI 1,216,38,0
2490.017477,32:0,ROLI Piano ROLI Piano MIDI 1,216,41,0
2490.039378,32:0,ROLI Piano ROLI Piano MIDI 1,216,42,0
2490.072367,32:0,ROLI Piano ROLI Piano MIDI 1,216,43,0
2490.083347,32:0,ROLI Piano ROLI Piano MIDI 1,216,42,0
2490.105433,32:0,ROLI Piano ROLI Piano MIDI 1,216,38,0
2490.116397,32:0,ROLI Piano ROLI Piano MIDI 1,216,35,0
2490.127308,32:0,ROLI Piano ROLI Piano MIDI 1,216,32,0
2490.138349,32:0,ROLI Piano ROLI Piano MIDI 1,216,31,0
2490.149399,32:0,ROLI Piano ROLI Piano MIDI 1,216,30,0
2490.171389,32:0,ROLI Piano ROLI Piano MIDI 1,216,29,0
2490.182427,32:0,ROLI Piano ROLI Piano MIDI 1,216,27,0
2490.188447,32:0,ROLI Piano ROLI Piano MIDI 1,233,0,64
2490.188453,32:0,ROLI Piano ROLI Piano MIDI 1,153,89,1
2490.196335,32:0,ROLI Piano ROLI Piano MIDI 1,216,24,0
2490.204425,32:0,ROLI Piano ROLI Piano MIDI 1,232,123,63
2490.210491,32:0,ROLI Piano ROLI Piano MIDI 1,216,18,0
2490.210497,32:0,ROLI Piano ROLI Piano MIDI 1,232,121,63
2490.216429,32:0,ROLI Piano ROLI Piano MIDI 1,232,118,63
2490.222489,32:0,ROLI Piano ROLI Piano MIDI 1,232,117,63
2490.224419,32:0,ROLI Piano ROLI Piano MIDI 1,216,7,0
2490.228454,32:0,ROLI Piano ROLI Piano MIDI 1,232,123,63
2490.234503,32:0,ROLI Piano ROLI Piano MIDI 1,232,0,64
2490.238457,32:0,ROLI Piano ROLI Piano MIDI 1,216,0,0
2490.327483,32:0,ROLI Piano ROLI Piano MIDI 1,217,3,0
2490.341381,32:0,ROLI Piano ROLI Piano MIDI 1,217,12,0
2490.355405,32:0,ROLI Piano ROLI Piano MIDI 1,217,22,0
2490.369391,32:0,ROLI Piano ROLI Piano MIDI 1,217,27,0
2490.391356,32:0,ROLI Piano ROLI Piano MIDI 1,136,50,1
2490.405380,32:0,ROLI Piano ROLI Piano MIDI 1,217,24,0
2490.416414,32:0,ROLI Piano ROLI Piano MIDI 1,217,19,0
2490.427369,32:0,ROLI Piano ROLI Piano MIDI 1,217,9,0
2490.438352,32:0,ROLI Piano ROLI Piano MIDI 1,217,0,0
2490.478377,32:0,ROLI Piano ROLI Piano MIDI 1,233,2,64
2490.483428,32:0,ROLI Piano ROLI Piano MIDI 1,233,11,64
2490.488451,32:0,ROLI Piano ROLI Piano MIDI 1,233,18,64
2490.493411,32:0,ROLI Piano ROLI Piano MIDI 1,233,21,64
2490.498452,32:0,ROLI Piano ROLI Piano MIDI 1,233,25,64
2490.503434,32:0,ROLI Piano ROLI Piano MIDI 1,233,29,64
2490.508377,32:0,ROLI Piano ROLI Piano MIDI 1,233,28,64
2490.513349,32:0,ROLI Piano ROLI Piano MIDI 1,233,27,64
2490.515321,32:0,ROLI Piano ROLI Piano MIDI 1,217,1,0
2490.518359,32:0,ROLI Piano ROLI Piano MIDI 1,233,29,64
2490.523364,32:0,ROLI Piano ROLI Piano MIDI 1,233,27,64
2490.528394,32:0,ROLI Piano ROLI Piano MIDI 1,233,31,64
2490.533375,32:0,ROLI Piano ROLI Piano MIDI 1,233,32,64
2490.537457,32:0,ROLI Piano ROLI Piano MIDI 1,217,0,0
2490.543337,32:0,ROLI Piano ROLI Piano MIDI 1,233,30,64
2490.548396,32:0,ROLI Piano ROLI Piano MIDI 1,217,1,0
2490.548401,32:0,ROLI Piano ROLI Piano MIDI 1,233,31,64
2490.553362,32:0,ROLI Piano ROLI Piano MIDI 1,233,35,64
2490.558490,32:0,ROLI Piano ROLI Piano MIDI 1,233,33,64
2490.563383,32:0,ROLI Piano ROLI Piano MIDI 1,233,36,64
2490.564366,32:0,ROLI Piano ROLI Piano MIDI 1,234,0,64
2490.564372,32:0,ROLI Piano ROLI Piano MIDI 1,154,48,62
2490.569410,32:0,ROLI Piano ROLI Piano MIDI 1,233,44,64
2490.573367,32:0,ROLI Piano ROLI Piano MIDI 1,217,2,0
2490.575410,32:0,ROLI Piano ROLI Piano MIDI 1,233,50,64
2490.581443,32:0,ROLI Piano ROLI Piano MIDI 1,233,49,64
2490.587428,32:0,ROLI Piano ROLI Piano MIDI 1,217,0,0
2490.587434,32:0,ROLI Piano ROLI Piano MIDI 1,233,47,64
2490.593443,32:0,ROLI Piano ROLI Piano MIDI 1,233,52,64
2490.599500,32:0,ROLI Piano ROLI Piano MIDI 1,233,65,64
2490.605392,32:0,ROLI Piano ROLI Piano MIDI 1,233,82,64
2490.610491,32:0,ROLI Piano ROLI Piano MIDI 1,235,0,64
2490.610497,32:0,ROLI Piano ROLI Piano MIDI 1,155,83,63
2490.612450,32:0,ROLI Piano ROLI Piano MIDI 1,233,4,65
2490.619462,32:0,ROLI Piano ROLI Piano MIDI 1,233,37,65
2490.626502,32:0,ROLI Piano ROLI Piano MIDI 1,233,31,65
2490.633450,32:0,ROLI Piano ROLI Piano MIDI 1,233,113,64
2490.640441,32:0,ROLI Piano ROLI Piano MIDI 1,233,33,64
2490.647399,32:0,ROLI Piano ROLI Piano MIDI 1,233,0,64
2490.661376,32:0,ROLI Piano ROLI Piano MIDI 1,233,4,64
2490.668457,32:0,ROLI Piano ROLI Piano MIDI 1,233,6,64
2490.669331,32:0,ROLI Piano ROLI Piano MIDI 1,217,2,0
2490.675431,32:0,ROLI Piano ROLI Piano MIDI 1,233,0,64
2490.679445,32:0,ROLI Piano ROLI Piano MIDI 1,218,17,0
2490.682463,32:0,ROLI Piano ROLI Piano MIDI 1,233,4,64
2490.686439,32:0,ROLI Piano ROLI Piano MIDI 1,217,4,0
2490.689419,32:0,ROLI Piano ROLI Piano MIDI 1,233,9,64
2490.696273,32:0,ROLI Piano ROLI Piano MIDI 1,218,29,0
2490.696279,32:0,ROLI Piano ROLI Piano MIDI 1,233,7,64
2490.703510,32:0,ROLI Piano ROLI Piano MIDI 1,217,12,0
2490.703516,32:0,ROLI Piano ROLI Piano MIDI 1,233,2,64
2490.710351,32:0,ROLI Piano ROLI Piano MIDI 1,233,0,64
2490.713467,32:0,ROLI Piano ROLI Piano MIDI 1,218,36,0
2490.720399,32:0,ROLI Piano ROLI Piano MIDI 1,217,10,0
2490.730385,32:0,ROLI Piano ROLI Piano MIDI 1,218,37,0
2490.737411,32:0,ROLI Piano ROLI Piano MIDI 1,217,4,0
2490.747442,32:0,ROLI Piano ROLI Piano MIDI 1,218,33,0
2490.754470,32:0,ROLI Piano ROLI Piano MIDI 1,217,0,0
2490.815376,32:0,ROLI Piano ROLI Piano MIDI 1,218,34,0
2490.832380,32:0,ROLI Piano ROLI Piano MIDI 1,218,36,0
2490.849444,32:0,ROLI Piano ROLI Piano MIDI 1,218,42,0
2490.866333,32:0,ROLI Piano ROLI Piano MIDI 1,218,50,0
2490.883490,32:0,ROLI Piano ROLI Piano MIDI 1,218,58,0
2490.900454,32:0,ROLI Piano ROLI Piano MIDI 1,218,76,0
2490.908377,32:0,ROLI Piano ROLI Piano MIDI 1,236,0,64
2490.908382,32:0,ROLI Piano ROLI Piano MIDI 1,156,57,86
2490.913484,32:0,ROLI Piano ROLI Piano MIDI 1,219,0,0
2490.913489,32:0,ROLI Piano ROLI Piano MIDI 1,139,83,1
2490.917719,32:0,ROLI Piano ROLI Piano MIDI 1,218,77,0
2490.926376,32:0,ROLI Piano ROLI Piano MIDI 1,137,89,1
2490.926381,32:0,ROLI Piano ROLI Piano MIDI 1,234,121,63
2490.931482,32:0,ROLI Piano ROLI Piano MIDI 1,218,87,0
2490.932283,32:0,ROLI Piano ROLI Piano MIDI 1,234,116,63
2490.938464,32:0,ROLI Piano ROLI Piano MIDI 1,234,118,63
2490.944447,32:0,ROLI Piano ROLI Piano MIDI 1,234,127,63
2490.945434,32:0,ROLI Piano ROLI Piano MIDI 1,218,83,0
2490.950401,32:0,ROLI Piano ROLI Piano MIDI 1,234,0,64
2490.959600,32:0,ROLI Piano ROLI Piano MIDI 1,218,72,0
2490.973377,32:0,ROLI Piano ROLI Piano MIDI 1,218,59,0
2490.987412,32:0,ROLI Piano ROLI Piano MIDI 1,218,42,0
2491.001393,32:0,ROLI Piano ROLI Piano MIDI 1,218,26,0
2491.015434,32:0,ROLI Piano ROLI Piano MIDI 1,218,17,0
2491.020485,32:0,ROLI Piano ROLI Piano MIDI 1,220,3,0
2491.029401,32:0,ROLI Piano ROLI Piano MIDI 1,218,12,0
2491.034380,32:0,ROLI Piano ROLI Piano MIDI 1,220,9,0
2491.043529,32:0,ROLI Piano ROLI Piano MIDI 1,218,9,0
2491.048416,32:0,ROLI Piano ROLI Piano MIDI 1,220,15,0
2491.057474,32:0,ROLI Piano ROLI Piano MIDI 1,218,5,0
2491.062526,32:0,ROLI Piano ROLI Piano MIDI 1,220,17,0
2491.071548,32:0,ROLI Piano ROLI Piano MIDI 1,218,1,0
2491.076551,32:0,ROLI Piano ROLI Piano MIDI 1,220,19,0
2491.085470,32:0,ROLI Piano ROLI Piano MIDI 1,218,0,0
2491.090349,32:0,ROLI Piano ROLI Piano MIDI 1,220,21,0
2491.104348,32:0,ROLI Piano ROLI Piano MIDI 1,220,20,0
2491.113411,32:0,ROLI Piano ROLI Piano MIDI 1,218,1,0
2491.132432,32:0,ROLI Piano ROLI Piano MIDI 1,220,21,0
2491.141464,32:0,ROLI Piano ROLI Piano MIDI 1,218,0,0
2491.146400,32:0,ROLI Piano ROLI Piano MIDI 1,220,20,0
2491.160449,32:0,ROLI Piano ROLI Piano MIDI 1,220,19,0
2491.161291,32:0,ROLI Piano ROLI Piano MIDI 1,146,77,87
2491.166522,32:0,ROLI Piano ROLI Piano MIDI 1,147,88,51
2491.180452,32:0,ROLI Piano ROLI Piano MIDI 1,220,18,0
2491.200495,32:0,ROLI Piano ROLI Piano MIDI 1,220,12,0
2491.220404,32:0,ROLI Piano ROLI Piano MIDI 1,220,0,0
2491.279544,32:0,ROLI Piano ROLI Piano MIDI 1,210,16,0
2491.284423,32:0,ROLI Piano ROLI Piano MIDI 1,211,17,0
2491.299350,32:0,ROLI Piano ROLI Piano MIDI 1,210,17,0
2491.304512,32:0,ROLI Piano ROLI Piano MIDI 1,211,20,0
2491.308572,32:0,ROLI Piano ROLI Piano MIDI 1,138,48,16
2491.316521,32:0,ROLI Piano ROLI Piano MIDI 1,210,9,0
2491.321518,32:0,ROLI Piano ROLI Piano MIDI 1,211,18,0
2491.326393,32:0,ROLI Piano ROLI Piano MIDI 1,140,57,5
2491.330491,32:0,ROLI Piano ROLI Piano MIDI 1,210,1,0
2491.335514,32:0,ROLI Piano ROLI Piano MIDI 1,211,19,0
2491.349521,32:0,ROLI Piano ROLI Piano MIDI 1,211,23,0
2491.358566,32:0,ROLI Piano ROLI Piano MIDI 1,210,10,0
2491.363551,32:0,ROLI Piano ROLI Piano MIDI 1,211,27,0
2491.372504,32:0,ROLI Piano ROLI Piano MIDI 1,210,19,0
2491.377508,32:0,ROLI Piano ROLI Piano MIDI 1,211,29,0
2491.386405,32:0,ROLI Piano ROLI Piano MIDI 1,210,26,0
2491.391537,32:0,ROLI Piano ROLI Piano MIDI 1,211,27,0
2491.400494,32:0,ROLI Piano ROLI Piano MIDI 1,210,27,0
2491.405521,32:0,ROLI Piano ROLI Piano MIDI 1,211,23,0
2491.419467,32:0,ROLI Piano ROLI Piano MIDI 1,211,20,0
2491.428427,32:0,ROLI Piano ROLI Piano MIDI 1,210,22,0
2491.433443,32:0,ROLI Piano ROLI Piano MIDI 1,211,18,0
2491.442483,32:0,ROLI Piano ROLI Piano MIDI 1,210,14,0
2491.447353,32:0,ROLI Piano ROLI Piano MIDI 1,211,15,0
2491.456418,32:0,ROLI Piano ROLI Piano MIDI 1,210,3,0
2491.461518,32:0,ROLI Piano ROLI Piano MIDI 1,211,13,0
2491.470432,32:0,ROLI Piano ROLI Piano MIDI 1,210,0,0
2491.475471,32:0,ROLI Piano ROLI Piano MIDI 1,211,6,0
2491.489512,32:0,ROLI Piano ROLI Piano MIDI 1,211,0,0
2491.545439,32:0,ROLI Piano ROLI Piano MIDI 1,150,52,66
2491.561455,32:0,ROLI Piano ROLI Piano MIDI 1,151,60,95
2491.638524,32:0,ROLI Piano ROLI Piano MIDI 1,227,114,63
2491.663415,32:0,ROLI Piano ROLI Piano MIDI 1,214,3,0
2491.673440,32:0,ROLI Piano ROLI Piano MIDI 1,130,77,1
2491.676434,32:0,ROLI Piano ROLI Piano MIDI 1,215,7,0
2491.684566,32:0,ROLI Piano ROLI Piano MIDI 1,227,0,64
2491.684572,32:0,ROLI Piano ROLI Piano MIDI 1,131,88,6
2491.690497,32:0,ROLI Piano ROLI Piano MIDI 1,215,11,0
2491.704376,32:0,ROLI Piano ROLI Piano MIDI 1,215,15,0
2491.708507,32:0,ROLI Piano ROLI Piano MIDI 1,214,4,0
2491.718475,32:0,ROLI Piano ROLI Piano MIDI 1,215,16,0
2491.732414,32:0,ROLI Piano ROLI Piano MIDI 1,215,17,0
2491.736444,32:0,ROLI Piano ROLI Piano MIDI 1,214,5,0
