t,src,status,d1,d2
1788425696.759098,Réseau Session RTP 1,218,17,0
1788425696.759098,Réseau Session RTP 1,215,1,0
1788425696.759098,Réseau Session RTP 1,235,36,65
1788425696.759098,Réseau Session RTP 1,219,22,0
1788425696.759304,Réseau Session RTP 1,229,36,65
1788425696.759304,Réseau Session RTP 1,213,39,0
1788425696.759304,Réseau Session RTP 1,212,37,0
1788425696.759304,Réseau Session RTP 1,214,56,0
1788425696.773010,Réseau Session RTP 1,225,60,64
1788425696.773010,Réseau Session RTP 1,209,85,0
1788425696.773010,Réseau Session RTP 1,226,41,64
1788425696.773010,Réseau Session RTP 1,210,109,0
1788425696.773010,Réseau Session RTP 1,228,118,62
1788425696.773010,Réseau Session RTP 1,230,0,63
1788425696.773010,Réseau Session RTP 1,231,39,64
1788425696.773010,Réseau Session RTP 1,232,58,64
1788425696.773010,Réseau Session RTP 1,216,8,0
1788425696.773010,Réseau Session RTP 1,233,117,62
1788425696.773010,Réseau Session RTP 1,217,11,0
1788425696.773010,Réseau Session RTP 1,234,2,63
1788425696.773010,Réseau Session RTP 1,218,19,0
1788425696.773010,Réseau Session RTP 1,219,23,0
1788425696.773010,Réseau Session RTP 1,215,0,0
1788425696.789490,Réseau Session RTP 1,225,65,64
1788425696.789490,Réseau Session RTP 1,209,83,0
1788425696.789490,Réseau Session RTP 1,226,35,64
1788425696.789490,Réseau Session RTP 1,210,108,0
1788425696.789490,Réseau Session RTP 1,228,115,62
1788425696.789490,Réseau Session RTP 1,230,4,63
1788425696.789490,Réseau Session RTP 1,231,33,64
1788425696.789490,Réseau Session RTP 1,232,63,64
1788425696.789490,Réseau Session RTP 1,216,6,0
1788425696.789490,Réseau Session RTP 1,233,114,62
1788425696.789490,Réseau Session RTP 1,217,10,0
1788425696.789490,Réseau Session RTP 1,234,6,63
1788425696.789490,Réseau Session RTP 1,218,21,0
1788425696.789490,Réseau Session RTP 1,219,24,0
1788425696.789490,Réseau Session RTP 1,213,38,0
1788425696.789789,Réseau Session RTP 1,212,38,0
1788425696.789789,Réseau Session RTP 1,214,57,0
1788425696.789789,Réseau Session RTP 1,235,35,65
1788425696.805435,Réseau Session RTP 1,225,70,64
1788425696.805435,Réseau Session RTP 1,209,81,0
1788425696.805435,Réseau Session RTP 1,226,30,64
1788425696.805435,Réseau Session RTP 1,210,106,0
1788425696.805435,Réseau Session RTP 1,228,112,62
1788425696.805435,Réseau Session RTP 1,230,8,63
1788425696.805435,Réseau Session RTP 1,231,27,64
1788425696.805435,Réseau Session RTP 1,232,69,64
1788425696.805435,Réseau Session RTP 1,216,5,0
1788425696.805435,Réseau Session RTP 1,233,111,62
1788425696.805435,Réseau Session RTP 1,217,9,0
1788425696.805435,Réseau Session RTP 1,234,9,63
1788425696.805435,Réseau Session RTP 1,218,23,0
1788425696.805435,Réseau Session RTP 1,219,26,0
1788425696.805435,Réseau Session RTP 1,229,35,65
1788425696.805435,Réseau Session RTP 1,213,37,0
1788425696.805636,Réseau Session RTP 1,212,39,0
