t,status,d1,d2,src
697563.7958,176,64,0,3
697563.9465,176,101,0,2
697563.9465,176,100,6,2
697563.9465,176,6,15,2
697563.9465,176,101,127,2
697563.9465,176,100,127,2
697563.9465,177,101,0,2
697563.9465,177,100,0,2
697563.9465,177,6,48,2
697563.9465,177,101,127,2
697563.9465,177,100,127,2
697563.9465,178,101,0,2
697563.9465,178,100,0,2
697563.9465,178,6,48,2
697563.9465,178,101,127,2
697563.9465,178,100,127,2
697563.9465,179,101,0,2
697563.9465,179,100,0,2
697563.9465,179,6,48,2
697563.9465,179,101,127,2
697563.9465,179,100,127,2
697563.9465,180,101,0,2
697563.9465,180,100,0,2
697563.9465,180,6,48,2
697563.9465,180,101,127,2
697563.9465,180,100,127,2
697563.9465,181,101,0,2
697563.9465,181,100,0,2
697563.9465,181,6,48,2
697563.9465,181,101,127,2
697563.9465,181,100,127,2
697563.9465,182,101,0,2
697563.9465,182,100,0,2
697563.9465,182,6,48,2
697563.9465,182,101,127,2
697563.9465,182,100,127,2
697563.9465,183,101,0,2
697563.9465,183,100,0,2
697563.9465,183,6,48,2
697563.9465,183,101,127,2
697563.9465,183,100,127,2
697563.9465,184,101,0,2
697563.9465,184,100,0,2
697563.9465,184,6,48,2
697563.9465,184,101,127,2
697563.9465,184,100,127,2
697563.9465,185,101,0,2
697563.9465,185,100,0,2
697563.9465,185,6,48,2
697563.9465,185,101,127,2
697563.9465,185,100,127,2
697563.9465,186,101,0,2
697563.9465,186,100,0,2
697563.9465,186,6,48,2
697563.9465,186,101,127,2
697563.9465,186,100,127,2
697563.9465,187,101,0,2
697563.9465,187,100,0,2
697563.9465,187,6,48,2
697563.9465,187,101,127,2
697563.9465,187,100,127,2
697563.9465,188,101,0,2
697563.9465,188,100,0,2
697563.9465,188,6,48,2
697563.9465,188,101,127,2
697563.9465,188,100,127,2
697563.9465,189,101,0,2
697563.9465,189,100,0,2
697563.9465,189,6,48,2
697563.9465,189,101,127,2
697563.9465,189,100,127,2
697563.9465,190,101,0,2
697563.9465,190,100,0,2
697563.9465,190,6,48,2
697563.9465,190,101,127,2
697563.9465,190,100,127,2
697563.9465,191,101,0,2
697563.9465,191,100,0,2
697563.9465,191,6,48,2
697563.9465,191,101,127,2
697563.9465,191,100,127,2
697563.9465,224,0,64,3
697563.9465,176,1,0,3
697563.9465,176,23,0,3
697563.9465,176,24,0,3
697563.9465,176,64,0,3
697568.5348,176,64,127,3
697568.9351,176,64,0,3
697569.7765,176,64,127,3
697570.1765,176,64,0,3
# dropped_loopback_messages: 0
