t,status,d1,d2,src
702324.5119,188,101,0,2
702324.5119,188,100,0,2
702324.5119,188,6,48,2
702324.5119,188,101,127,2
702324.5119,188,100,127,2
702324.5119,189,101,0,2
702324.5119,189,100,0,2
702324.5119,189,6,48,2
702324.5119,189,101,127,2
702324.5119,189,100,127,2
702324.5119,190,101,0,2
702324.5119,190,100,0,2
702324.5119,190,6,48,2
702324.5119,190,101,127,2
702324.5119,190,100,127,2
702324.5119,191,101,0,2
702324.5119,191,100,0,2
702324.5119,191,6,48,2
702324.5119,191,101,127,2
702324.5119,191,100,127,2
702324.5119,224,0,64,3
702324.5119,176,1,0,3
702324.5119,176,23,0,3
702324.5119,176,24,0,3
702324.5119,176,64,0,3
702324.7155,176,101,0,2
702324.7155,176,100,6,2
702324.7155,176,6,15,2
702324.7155,176,101,127,2
702324.7155,176,100,127,2
702324.7155,177,101,0,2
702324.7155,177,100,0,2
702324.7155,177,6,48,2
702324.7155,177,101,127,2
702324.7155,177,100,127,2
702324.7155,178,101,0,2
702324.7155,178,100,0,2
702324.7155,178,6,48,2
702324.7155,178,101,127,2
702324.7155,178,100,127,2
702324.7155,179,101,0,2
702324.7155,179,100,0,2
702324.7155,179,6,48,2
702324.7155,179,101,127,2
702324.7155,179,100,127,2
702324.7155,180,101,0,2
702324.7155,180,100,0,2
702324.7155,180,6,48,2
702324.7155,180,101,127,2
702324.7155,180,100,127,2
702324.7155,181,101,0,2
702324.7155,181,100,0,2
702324.7155,181,6,48,2
702324.7155,181,101,127,2
702324.7155,181,100,127,2
702324.7155,182,101,0,2
702324.7155,182,100,0,2
702324.7155,182,6,48,2
702324.7155,182,101,127,2
702324.7155,182,100,127,2
702324.7155,183,101,0,2
702324.7155,183,100,0,2
702324.7155,183,6,48,2
702324.7155,183,101,127,2
702324.7155,183,100,127,2
702324.7155,184,101,0,2
702324.7155,184,100,0,2
702324.7155,184,6,48,2
702324.7155,184,101,127,2
702324.7155,184,100,127,2
702324.7155,185,101,0,2
702324.7155,185,100,0,2
702324.7155,185,6,48,2
702324.7155,185,101,127,2
702324.7155,185,100,127,2
702324.7155,186,101,0,2
702324.7155,186,100,0,2
702324.7155,186,6,48,2
702324.7155,186,101,127,2
702324.7155,186,100,127,2
702324.7155,187,101,0,2
702324.7155,187,100,0,2
702324.7155,187,6,48,2
702324.7155,187,101,127,2
702324.7155,187,100,127,2
702324.7155,188,101,0,2
702324.7155,188,100,0,2
702324.7155,188,6,48,2
702324.7155,188,101,127,2
702324.7155,188,100,127,2
702324.7155,189,101,0,2
702324.7155,189,100,0,2
702324.7155,189,6,48,2
702324.7155,189,101,127,2
702324.7155,189,100,127,2
702324.7155,190,101,0,2
702324.7155,190,100,0,2
702324.7155,190,6,48,2
702324.7155,190,101,127,2
702324.7155,190,100,127,2
702324.7155,191,101,0,2
702324.7155,191,100,0,2
702324.7155,191,6,48,2
702324.7155,191,101,127,2
702324.7155,191,100,127,2
702324.7155,224,0,64,3
702324.7155,176,1,0,3
702324.7155,176,23,0,3
702324.7155,176,24,0,3
702324.7155,176,64,0,3
702326.4592,225,0,64,1
702326.4592,145,60,96,1
702326.4644,209,0,0,1
702326.4644,129,60,64,1
702327.5333,226,0,64,4
702327.5333,146,61,127,4
702327.5449,226,22,64,4
702327.5452,210,127,0,4
702327.5518,226,29,64,4
702327.5596,226,37,64,4
702327.5685,226,45,64,4
702327.5770,226,53,64,4
702327.5849,226,60,64,4
702327.5940,226,68,64,4
702327.6017,226,75,64,4
702327.6092,226,83,64,4
702327.7339,226,41,63,4
702327.7339,146,63,127,4
702327.7339,130,61,0,4
702327.7419,226,49,63,4
702327.7505,226,56,63,4
702327.7585,226,64,63,4
702327.7672,226,72,63,4
702327.7751,226,79,63,4
702327.7835,226,87,63,4
702327.7917,226,95,63,4
702327.8001,226,102,63,4
702327.8088,226,110,63,4
702327.8169,226,118,63,4
702327.8251,226,125,63,4
702327.8334,226,5,64,4
702327.8417,226,13,64,4
702327.8495,226,20,64,4
702327.8581,226,28,64,4
702327.8661,226,36,64,4
702327.8748,226,43,64,4
702327.8827,226,51,64,4
702327.8913,226,59,64,4
702327.8993,226,66,64,4
702328.3051,226,39,63,4
702328.3051,146,66,127,4
702328.3051,130,63,0,4
702328.3132,226,46,63,4
702328.3215,226,54,63,4
702328.3298,226,62,63,4
702328.3384,226,69,63,4
702328.3463,226,77,63,4
702328.3547,226,85,63,4
702328.3628,226,92,63,4
702328.3707,226,100,63,4
702328.3794,226,108,63,4
702328.3875,226,115,63,4
702328.3960,226,123,63,4
702328.4041,226,3,64,4
702328.4125,226,10,64,4
702328.4208,226,18,64,4
702328.4290,226,26,64,4
702328.4372,226,33,64,4
702328.4455,226,41,64,4
702328.4546,226,49,64,4
702328.4620,226,56,64,4
702328.4697,226,64,64,4
702328.5945,226,41,63,4
702328.5945,146,68,127,4
702328.5945,130,66,0,4
702328.6033,226,49,63,4
702328.6110,226,57,63,4
702328.6190,226,64,63,4
702328.6275,226,72,63,4
702328.6364,226,80,63,4
702328.6445,226,87,63,4
702328.6528,226,95,63,4
702328.6607,226,103,63,4
702328.6684,226,110,63,4
702328.6769,226,117,63,4
702328.6855,226,126,63,4
702328.6939,226,5,64,4
702328.7022,226,13,64,4
702328.7103,226,21,64,4
702328.7186,226,28,64,4
702328.7269,226,36,64,4
702328.7350,226,44,64,4
702328.7436,226,51,64,4
702328.7516,226,59,64,4
702328.7600,226,67,64,4
702328.8842,226,44,63,4
702328.8842,146,70,127,4
702328.8842,130,68,0,4
702328.8923,226,52,63,4
702328.9007,226,59,63,4
702328.9089,226,67,63,4
702328.9171,226,75,63,4
702328.9254,226,82,63,4
702328.9338,226,90,63,4
702328.9420,226,98,63,4
702328.9504,226,105,63,4
702328.9587,226,113,63,4
702328.9665,226,121,63,4
702328.9754,226,0,64,4
702328.9835,226,8,64,4
702328.9912,226,16,64,4
702329.0000,226,23,64,4
702329.0083,226,31,64,4
702329.0163,226,39,64,4
702329.0249,226,46,64,4
702329.0332,226,54,64,4
702329.0372,210,0,0,4
702329.0372,130,70,64,4
702330.5961,227,0,64,4
702330.5961,147,60,127,4
702330.6055,227,4,64,4
702330.6056,211,127,0,4
702330.6220,227,17,64,4
702330.6307,227,29,64,4
702330.6375,227,38,64,4
702330.6464,227,46,64,4
702330.6544,227,55,64,4
702330.6630,227,64,64,4
702330.6711,227,72,64,4
702330.6797,227,81,64,4
702330.6881,227,89,64,4
702330.6964,227,98,64,4
702330.7048,227,106,64,4
702330.7129,227,115,64,4
702330.7208,227,114,62,4
702330.7208,147,62,127,4
702330.7208,131,60,0,4
702330.7297,227,123,62,4
702330.7373,227,3,63,4
702330.7458,227,11,63,4
702330.7544,227,20,63,4
702330.7625,227,29,63,4
702330.7707,227,38,63,4
702330.7785,227,46,63,4
702330.7867,227,55,63,4
702330.7953,227,63,63,4
702330.8046,227,72,63,4
702330.8122,227,80,63,4
702330.8205,227,89,63,4
702330.8283,227,98,63,4
702330.8363,227,105,63,4
702330.8449,227,114,63,4
702330.8533,227,123,63,4
702330.8616,227,4,64,4
702330.8699,227,12,64,4
702330.8776,227,21,64,4
702330.8857,227,30,64,4
702330.8941,227,38,64,4
702330.9027,227,46,64,4
702330.9114,227,55,64,4
702330.9189,227,64,64,4
702330.9273,227,72,64,4
702330.9369,227,81,64,4
702330.9444,227,90,64,4
702330.9535,227,98,64,4
702330.9608,227,107,64,4
702330.9693,227,115,64,4
702330.9776,227,6,63,4
702330.9776,147,64,127,4
702330.9776,131,62,0,4
702330.9867,227,14,63,4
702330.9942,227,23,63,4
702331.0023,227,31,63,4
702331.0106,227,40,63,4
702331.0186,227,48,63,4
702331.0269,227,57,63,4
702331.0353,227,66,63,4
702331.0436,227,74,63,4
702331.0518,227,83,63,4
702331.0604,227,91,63,4
702331.0693,227,100,63,4
702331.0767,227,108,63,4
702331.0846,227,117,63,4
702331.0934,227,126,63,4
702331.1015,227,6,64,4
702331.1098,227,15,64,4
702331.1186,227,23,64,4
702331.1266,227,32,64,4
702331.1347,227,40,64,4
702331.1429,227,49,64,4
702331.1519,227,58,64,4
702331.1595,227,66,64,4
702331.1676,227,75,64,4
702331.1762,227,83,64,4
702331.1846,227,92,64,4
702331.1929,227,100,64,4
702331.2013,227,109,64,4
702331.2093,227,118,64,4
702331.2179,227,126,64,4
702331.2263,227,7,65,4
702331.2339,227,30,64,4
702331.2427,227,38,64,4
702331.2505,227,47,64,4
702331.2587,227,55,64,4
702331.2671,227,64,64,4
702331.2753,227,72,64,4
702331.2836,227,81,64,4
702331.2919,227,90,64,4
702331.3008,227,98,64,4
702331.3083,227,107,64,4
702331.3169,227,73,63,4
702331.3169,147,65,127,4
702331.3169,131,64,0,4
702331.3250,227,81,63,4
702331.3337,227,90,63,4
702331.3415,227,98,63,4
702331.3496,227,107,63,4
702331.3581,227,115,63,4
702331.3663,227,124,63,4
702331.3745,227,5,64,4
702331.3827,227,13,64,4
702331.3910,227,22,64,4
702331.3993,227,30,64,4
702331.4078,227,39,64,4
702331.4159,227,47,64,4
702331.4242,227,56,64,4
702331.4326,227,65,64,4
702331.4409,227,73,64,4
702331.4490,227,82,64,4
702331.4581,227,90,64,4
702331.4655,227,99,64,4
702331.4737,227,107,64,4
702331.4824,227,116,64,4
702331.4909,227,6,63,4
702331.4909,147,67,127,4
702331.4909,131,65,0,4
702331.4989,227,15,63,4
702331.5067,227,23,63,4
702331.5149,227,32,63,4
702331.5235,227,41,63,4
702331.5318,227,49,63,4
702331.5404,227,58,63,4
702331.5483,227,66,63,4
702331.5566,227,75,63,4
702331.5651,227,83,63,4
702331.5729,227,92,63,4
702331.5812,227,101,63,4
702331.5897,227,109,63,4
702331.5978,227,118,63,4
702331.6062,227,126,63,4
702331.6145,227,7,64,4
702331.6228,227,15,64,4
702331.6310,227,24,64,4
702331.6392,227,33,64,4
702331.6476,227,41,64,4
702331.6560,227,50,64,4
702331.6648,227,58,64,4
702331.6731,227,67,64,4
702331.6808,227,75,64,4
702331.6891,227,84,64,4
702331.6977,227,93,64,4
702331.7054,227,101,64,4
702331.7141,227,110,64,4
702331.7222,227,118,64,4
702331.7305,227,127,64,4
702331.7383,227,7,65,4
702331.7564,227,121,62,4
702331.7564,147,69,127,4
702331.7564,131,67,0,4
702331.7633,227,5,63,4
702331.7709,227,13,63,4
702331.7795,227,21,63,4
702331.7879,227,30,63,4
702331.7966,227,39,63,4
702331.8051,227,48,63,4
702331.8133,227,56,63,4
702331.8214,227,65,63,4
702331.8297,227,73,63,4
702331.8381,227,82,63,4
702331.8462,227,90,63,4
702331.8547,227,99,63,4
702331.8626,227,108,63,4
702331.8711,227,116,63,4
702331.8791,227,125,63,4
702331.8876,227,5,64,4
702331.8962,227,14,64,4
702331.9041,227,22,64,4
702331.9123,227,31,64,4
702331.9208,227,40,64,4
702331.9290,227,48,64,4
702331.9373,227,57,64,4
702331.9455,227,65,64,4
702331.9539,227,74,64,4
702331.9623,227,82,64,4
702331.9699,227,91,64,4
702331.9791,227,99,64,4
702331.9868,227,108,64,4
702331.9950,227,117,64,4
702332.0034,227,7,63,4
702332.0034,147,71,127,4
702332.0034,131,69,0,4
702332.0114,227,16,63,4
702332.0197,227,24,63,4
702332.0280,227,33,63,4
702332.0366,227,41,63,4
702332.0447,227,50,63,4
702332.0530,227,58,63,4
702332.0612,227,67,63,4
702332.0696,227,75,63,4
702332.0780,227,84,63,4
702332.0862,227,93,63,4
702332.0943,227,101,63,4
702332.0981,211,0,0,4
702332.0981,131,71,64,4
# dropped_loopback_messages: 0
