t,status,d1,d2,src
30065.9814,230,1,67,1
30065.9981,230,42,67,1
30065.9981,214,6,0,1
30066.0148,230,76,67,1
30066.0314,230,103,67,1
30066.0314,214,5,0,1
30066.0481,230,126,67,1
30066.0648,230,14,68,1
30066.0814,230,27,68,1
30066.0814,214,4,0,1
30066.0981,230,35,68,1
30066.1147,230,38,68,1
30066.1314,230,39,68,1
30066.1981,230,38,68,1
30066.2147,230,36,68,1
30066.2312,230,35,68,1
30066.2480,230,33,68,1
30066.2647,230,32,68,1
30066.2814,214,0,0,1
30066.2814,134,72,64,1
30068.4159,231,0,64,1
30068.4160,151,72,120,1
30068.4646,231,12,64,1
30068.4813,231,39,64,1
30068.4979,231,73,64,1
30068.5147,231,107,64,1
30068.5313,231,17,65,1
30068.5480,231,55,65,1
30068.5646,231,94,65,1
30068.5813,231,6,66,1
30068.5980,231,47,66,1
30068.6148,231,85,66,1
30068.6314,231,121,66,1
30068.6480,231,28,67,1
30068.6646,231,58,67,1
30068.6813,231,89,67,1
30068.6979,231,115,67,1
30068.7146,231,7,68,1
30068.7313,231,20,68,1
30068.7480,231,26,68,1
30068.7646,231,28,68,1
30068.7813,231,29,68,1
30068.9645,215,0,0,1
30068.9645,135,72,64,1
30069.9324,232,0,64,1
30069.9324,152,69,120,1
30069.9648,232,111,63,1
30069.9648,216,6,0,1
30069.9814,232,83,63,1
30069.9814,216,8,0,1
30069.9979,232,53,63,1
30069.9979,216,12,0,1
30070.0146,232,23,63,1
30070.0146,216,11,0,1
30070.0314,232,119,62,1
30070.0314,216,10,0,1
30070.0480,232,87,62,1
30070.0480,216,8,0,1
30070.0647,232,51,62,1
30070.0648,216,6,0,1
30070.0813,232,15,62,1
30070.0813,216,5,0,1
30070.0979,232,106,61,1
30070.1146,232,69,61,1
30070.1146,216,4,0,1
30070.1313,232,31,61,1
30070.1479,232,124,60,1
30070.1479,216,3,0,1
30070.1646,232,90,60,1
30070.1646,216,2,0,1
30070.1812,232,60,60,1
30070.1812,216,1,0,1
30070.1979,232,33,60,1
30070.2146,232,7,60,1
30070.2313,232,110,59,1
30070.2313,216,0,0,1
30070.2479,232,86,59,1
30070.2646,232,66,59,1
30070.2812,232,46,59,1
30070.2979,232,32,59,1
30070.3146,232,18,59,1
30070.3312,232,6,59,1
30070.3479,232,123,58,1
30070.3646,232,113,58,1
30070.3812,232,105,58,1
30070.3979,232,98,58,1
30070.4146,232,90,58,1
30070.4312,232,83,58,1
30070.4479,232,78,58,1
30070.4645,232,75,58,1
30070.4812,232,73,58,1
30070.4979,232,71,58,1
30070.5979,232,73,58,1
30070.6146,232,78,58,1
30070.6312,232,86,58,1
30070.6479,232,96,58,1
30070.6645,232,112,58,1
30070.6812,232,5,59,1
30070.6979,232,27,59,1
30070.7145,232,56,59,1
30070.7312,232,90,59,1
30070.7479,232,5,60,1
30070.7645,232,56,60,1
30070.7812,232,106,60,1
30070.7979,232,22,61,1
30070.8145,232,67,61,1
30070.8312,232,109,61,1
30070.8479,232,19,62,1
30070.8645,232,57,62,1
30070.8812,232,96,62,1
30070.8979,232,4,63,1
30070.9145,232,43,63,1
30070.9312,232,80,63,1
30070.9479,232,115,63,1
30070.9645,232,19,64,1
30070.9812,232,45,64,1
30070.9978,232,70,64,1
30071.0145,232,96,64,1
30071.0312,232,123,64,1
30071.0479,232,20,65,1
30071.0645,232,43,65,1
30071.0812,232,63,65,1
30071.0979,232,77,65,1
30071.1145,232,88,65,1
30071.1312,232,97,65,1
30071.1479,232,104,65,1
30071.1645,232,111,65,1
30071.1812,232,119,65,1
30071.1979,232,2,66,1
30071.2145,232,15,66,1
30071.2312,232,29,66,1
30071.2479,232,44,66,1
30071.2645,232,60,66,1
30071.2812,232,76,66,1
30071.2979,232,93,66,1
30071.3146,232,110,66,1
30071.3312,232,123,66,1
30071.3479,232,7,67,1
30071.3645,232,17,67,1
30071.3812,232,25,67,1
30071.3979,232,32,67,1
30071.4145,232,41,67,1
30071.4312,232,52,67,1
30071.4479,232,61,67,1
30071.4645,232,70,67,1
30071.4812,232,77,67,1
30071.4979,232,83,67,1
30071.5145,232,88,67,1
30071.5312,232,94,67,1
30071.5478,232,102,67,1
30071.5479,216,1,0,1
30071.5645,232,108,67,1
30071.5645,216,4,0,1
30071.5812,232,114,67,1
30071.5812,216,7,0,1
30071.5978,232,119,67,1
30071.5978,216,9,0,1
30071.6145,232,123,67,1
30071.6145,216,11,0,1
30071.6312,232,0,68,1
30071.6312,216,13,0,1
30071.6478,232,5,68,1
30071.6479,216,15,0,1
30071.6645,232,9,68,1
30071.6645,216,17,0,1
30071.6812,232,13,68,1
30071.6812,216,18,0,1
30071.6978,232,16,68,1
30071.6978,216,19,0,1
30071.7145,232,19,68,1
30071.7145,216,20,0,1
30071.7312,232,23,68,1
30071.7312,216,21,0,1
30071.7478,232,24,68,1
30071.7645,232,26,68,1
30071.7645,216,22,0,1
30071.7812,232,28,68,1
30071.7812,216,23,0,1
30071.7978,216,24,0,1
30071.8311,216,25,0,1
30071.9145,216,26,0,1
30071.9312,232,27,68,1
30071.9477,232,24,68,1
30071.9645,216,0,0,1
30071.9645,136,69,64,1
30072.4825,233,0,64,1
30072.4825,153,43,120,1
30072.5311,233,16,64,1
30072.5311,217,22,0,1
30072.5478,233,45,64,1
30072.5478,217,24,0,1
30072.5644,233,89,64,1
30072.5644,217,23,0,1
30072.5811,233,10,65,1
30072.5811,217,15,0,1
30072.5978,233,61,65,1
30072.5978,217,11,0,1
30072.6144,233,112,65,1
30072.6145,217,9,0,1
30072.6312,233,26,66,1
30072.6312,217,11,0,1
30072.6478,233,58,66,1
30072.6479,217,12,0,1
30072.6645,233,83,66,1
30072.6645,217,13,0,1
30072.6812,233,99,66,1
30072.6978,233,108,66,1
30072.7145,233,109,66,1
30072.7478,233,98,66,1
30072.7644,233,74,66,1
30072.7645,217,14,0,1
30072.7810,233,38,66,1
30072.7810,217,15,0,1
30072.7977,233,124,65,1
30072.8144,233,71,65,1
30072.8144,217,14,0,1
30072.8311,233,17,65,1
30072.8311,217,9,0,1
30072.8478,233,96,64,1
30072.8478,217,1,0,1
30072.8644,233,46,64,1
30072.8644,217,0,0,1
30072.8811,233,6,64,1
30072.8978,233,114,63,1
30072.9145,233,94,63,1
30072.9311,233,85,63,1
30072.9644,233,86,63,1
30072.9811,233,99,63,1
30072.9978,233,121,63,1
30073.0144,233,20,64,1
30073.0311,233,70,64,1
30073.0478,233,1,65,1
30073.0645,233,61,65,1
30073.0811,233,112,65,1
30073.0978,233,22,66,1
30073.1145,233,54,66,1
30073.1311,233,83,66,1
30073.1478,233,104,66,1
30073.1644,233,122,66,1
30073.1811,233,10,67,1
30073.1978,233,19,67,1
30073.2144,233,23,67,1
30073.2311,233,24,67,1
30073.2811,233,20,67,1
30073.2977,233,16,67,1
30073.3143,217,0,0,1
30073.3143,137,43,64,1
30074.1657,234,0,64,1
30074.1657,154,44,120,1
30074.2977,234,127,63,1
30074.3144,234,120,63,1
30074.3313,234,109,63,1
30074.3478,234,94,63,1
30074.3644,234,75,63,1
30074.3811,234,54,63,1
30074.3977,234,28,63,1
30074.4144,234,2,63,1
30074.4311,234,105,62,1
30074.4477,234,82,62,1
30074.4644,234,63,62,1
30074.4812,234,43,62,1
30074.4978,234,27,62,1
30074.5144,234,13,62,1
30074.5310,234,3,62,1
30074.5477,234,125,61,1
30074.5644,234,122,61,1
30074.6976,234,118,61,1
30074.7143,234,112,61,1
30074.7145,218,0,0,1
30074.7145,138,44,64,1
30075.4490,235,0,64,1
30075.4490,155,44,120,1
30075.5145,235,116,63,1
30075.5145,219,13,0,1
30075.5310,235,92,63,1
30075.5310,219,9,0,1
30075.5479,235,57,63,1
30075.5479,219,3,0,1
30075.5644,235,24,63,1
30075.5644,219,0,0,1
30075.5811,235,120,62,1
30075.5977,235,82,62,1
30075.6144,235,43,62,1
30075.6312,235,4,62,1
30075.6477,235,90,61,1
30075.6644,235,45,61,1
30075.6810,235,0,61,1
30075.6977,235,83,60,1
30075.7143,235,38,60,1
30075.7310,235,124,59,1
30075.7477,235,82,59,1
30075.7643,235,43,59,1
30075.7810,235,6,59,1
30075.7977,235,98,58,1
30075.8144,235,61,58,1
30075.8310,235,31,58,1
30075.8477,235,1,58,1
30075.8643,235,102,57,1
30075.8810,235,76,57,1
30075.8977,235,51,57,1
30075.9144,235,28,57,1
30075.9310,235,7,57,1
30075.9477,235,116,56,1
30075.9643,235,97,56,1
30075.9810,235,80,56,1
30075.9977,235,63,56,1
30076.0143,235,48,56,1
30076.0310,235,33,56,1
30076.0477,235,20,56,1
30076.0643,235,7,56,1
30076.0810,235,124,55,1
30076.0977,235,114,55,1
30076.1143,235,102,55,1
30076.1310,235,92,55,1
30076.1476,235,83,55,1
30076.1643,235,72,55,1
30076.1810,235,64,55,1
30076.1977,235,57,55,1
30076.2143,235,50,55,1
30076.2310,235,45,55,1
30076.2477,235,41,55,1
30076.2643,235,39,55,1
30076.2809,235,38,55,1
30076.2976,235,37,55,1
30076.3643,235,35,55,1
30076.3809,235,23,55,1
30076.3975,219,0,0,1
30076.3975,139,44,64,1
30077.5152,236,0,64,1
30077.5152,156,43,120,1
30077.5976,236,109,63,1
30077.6145,236,82,63,1
30077.6311,236,50,63,1
30077.6477,236,20,63,1
30077.6643,236,113,62,1
30077.6810,236,80,62,1
30077.6976,236,44,62,1
30077.7143,236,7,62,1
30077.7309,236,99,61,1
30077.7476,236,62,61,1
30077.7643,236,24,61,1
30077.7809,236,115,60,1
30077.7976,236,77,60,1
30077.8143,236,37,60,1
30077.8309,236,124,59,1
30077.8476,236,83,59,1
30077.8643,236,39,59,1
30077.8809,236,122,58,1
30077.8976,236,78,58,1
30077.9142,236,35,58,1
30077.9309,236,120,57,1
30077.9476,236,79,57,1
30077.9642,236,39,57,1
30077.9809,236,2,57,1
30077.9976,236,98,56,1
30078.0143,236,67,56,1
30078.0309,236,42,56,1
30078.0476,236,18,56,1
30078.0643,236,125,55,1
30078.0809,236,110,55,1
30078.0976,236,97,55,1
30078.1142,236,90,55,1
30078.1309,236,84,55,1
30078.1476,236,80,55,1
30078.1642,236,78,55,1
30078.1809,236,77,55,1
30078.3142,220,0,0,1
30078.3142,140,43,64,1
30079.9989,237,0,64,1
30079.9989,157,42,120,1
30080.0808,237,24,64,1
30080.0976,237,71,64,1
30080.1143,237,123,64,1
30080.1309,237,49,65,1
30080.1475,237,103,65,1
30080.1642,237,29,66,1
30080.1643,221,2,0,1
30080.1809,237,84,66,1
30080.1809,221,3,0,1
30080.1975,237,15,67,1
30080.1975,221,4,0,1
30080.2142,237,73,67,1
30080.2308,237,2,68,1
30080.2475,237,58,68,1
30080.2475,221,3,0,1
30080.2642,237,109,68,1
30080.2642,221,1,0,1
30080.2808,237,27,69,1
30080.2808,221,0,0,1
30080.2975,237,68,69,1
30080.3142,237,99,69,1
30080.3308,237,124,69,1
30080.3475,237,21,70,1
30080.3642,237,40,70,1
30080.3808,237,56,70,1
30080.3975,237,69,70,1
30080.4142,237,77,70,1
30080.4308,237,84,70,1
30080.4475,237,88,70,1
30080.4642,237,90,70,1
30080.4808,237,92,70,1
30080.4975,237,93,70,1
30080.7974,237,94,70,1
30080.8474,221,0,0,1
30080.8474,141,42,64,1
30131.9634,238,0,64,1
30131.9634,158,94,120,1
30131.9956,238,6,64,1
30131.9956,222,18,0,1
30132.0121,238,31,64,1
30132.0121,222,25,0,1
30132.0289,238,74,64,1
30132.0289,222,29,0,1
30132.0455,238,117,64,1
30132.0455,222,21,0,1
30132.0621,238,29,65,1
30132.0622,222,16,0,1
30132.0788,238,67,65,1
30132.0788,222,13,0,1
30132.0956,238,103,65,1
30132.0956,222,14,0,1
30132.1121,238,12,66,1
30132.1289,238,47,66,1
30132.1455,238,79,66,1
30132.1621,238,111,66,1
30132.1788,238,14,67,1
30132.1788,222,13,0,1
30132.1954,238,40,67,1
30132.2121,238,70,67,1
30132.2121,222,12,0,1
30132.2288,238,88,67,1
30132.2288,222,14,0,1
30132.2454,238,89,67,1
30132.2458,222,0,0,1
30132.2458,142,94,64,1
30133.4466,239,0,64,1
30133.4466,159,105,120,1
30133.4789,239,13,64,1
30133.4789,223,10,0,1
30133.4954,239,45,64,1
30133.4954,223,14,0,1
30133.5121,239,85,64,1
30133.5121,223,12,0,1
30133.5288,239,122,64,1
30133.5288,223,4,0,1
30133.5454,239,29,65,1
30133.5454,223,2,0,1
30133.5622,239,64,65,1
30133.5622,223,1,0,1
30133.5787,239,99,65,1
30133.5954,239,3,66,1
30133.6121,239,36,66,1
30133.6287,239,63,66,1
30133.6454,239,84,66,1
30133.6454,223,0,0,1
30133.6620,239,97,66,1
30133.6787,239,108,66,1
30133.6954,239,113,66,1
30133.7120,239,116,66,1
30133.7287,239,118,66,1
30133.8621,223,0,0,1
30133.8621,143,105,64,1
30135.2963,225,0,64,1
30135.2963,145,96,120,1
30135.3621,225,9,64,1
30135.3621,209,6,0,1
30135.3787,225,35,64,1
30135.3787,209,5,0,1
30135.3955,225,73,64,1
30135.3955,209,6,0,1
30135.4120,225,110,64,1
30135.4120,209,5,0,1
30135.4287,225,14,65,1
30135.4287,209,7,0,1
30135.4453,225,43,65,1
30135.4453,209,10,0,1
30135.4621,225,74,65,1
30135.4621,209,11,0,1
30135.4787,225,107,65,1
30135.4953,225,6,66,1
30135.4953,209,10,0,1
30135.5120,225,30,66,1
30135.5287,225,44,66,1
30135.5453,225,50,66,1
30135.5453,209,9,0,1
30135.5620,225,52,66,1
30135.5786,225,53,66,1
30135.6120,209,8,0,1
30135.6452,209,7,0,1
30135.6619,225,54,66,1
30135.6786,225,55,66,1
30135.6786,209,6,0,1
30135.6953,225,59,66,1
30135.6953,209,5,0,1
30135.7120,225,62,66,1
30135.7120,209,4,0,1
30135.7286,225,65,66,1
30135.7286,209,3,0,1
30135.7453,225,68,66,1
30135.7453,209,2,0,1
30135.7620,225,70,66,1
30135.7786,225,71,66,1
30135.8286,225,70,66,1
30135.8452,225,69,66,1
30135.8618,209,0,0,1
30135.8618,129,96,64,1
30136.7632,226,0,64,1
30136.7632,146,84,120,1
30136.7786,226,126,63,1
30136.7786,210,13,0,1
30136.7953,226,127,63,1
30136.7953,210,27,0,1
30136.8122,226,7,64,1
30136.8122,210,39,0,1
30136.8286,226,25,64,1
30136.8286,210,54,0,1
30136.8453,226,55,64,1
30136.8453,210,72,0,1
30136.8620,226,86,64,1
30136.8620,210,74,0,1
30136.8786,226,118,64,1
30136.8786,210,68,0,1
30136.8953,226,21,65,1
30136.8953,210,65,0,1
30136.9119,226,53,65,1
30136.9119,210,63,0,1
30136.9286,226,86,65,1
30136.9286,210,59,0,1
30136.9453,226,120,65,1
30136.9453,210,55,0,1
30136.9619,226,29,66,1
30136.9619,210,51,0,1
30136.9786,226,64,66,1
30136.9786,210,48,0,1
30136.9953,226,93,66,1
30136.9953,210,46,0,1
30137.0119,226,117,66,1
30137.0119,210,44,0,1
30137.0286,226,9,67,1
30137.0286,210,43,0,1
30137.0452,226,26,67,1
30137.0452,210,42,0,1
30137.0619,226,41,67,1
30137.0619,210,40,0,1
30137.0786,226,51,67,1
30137.0952,226,61,67,1
30137.0952,210,39,0,1
30137.1119,226,73,67,1
30137.1119,210,38,0,1
30137.1286,226,82,67,1
30137.1286,210,36,0,1
30137.1453,226,91,67,1
30137.1619,226,98,67,1
30137.1619,210,35,0,1
30137.1786,226,106,67,1
30137.1786,210,34,0,1
30137.1952,226,113,67,1
30137.1952,210,33,0,1
30137.2119,226,120,67,1
30137.2119,210,32,0,1
30137.2286,226,125,67,1
30137.2286,210,31,0,1
30137.2452,226,2,68,1
30137.2453,210,30,0,1
30137.2619,226,6,68,1
30137.2786,226,9,68,1
30137.2786,210,29,0,1
30137.2953,226,10,68,1
30137.3119,226,12,68,1
30137.5118,210,28,0,1
30137.5285,226,11,68,1
30137.5952,226,10,68,1
30137.5952,210,27,0,1
30137.6285,226,9,68,1
30137.6285,210,26,0,1
30137.6451,226,8,68,1
30137.6451,210,25,0,1
30137.6619,226,6,68,1
30137.6619,210,24,0,1
30137.6786,226,2,68,1
30137.6786,210,23,0,1
30137.6952,226,124,67,1
30137.6952,210,20,0,1
30137.7119,226,114,67,1
30137.7119,210,18,0,1
30137.7286,226,101,67,1
30137.7286,210,15,0,1
30137.7452,226,83,67,1
30137.7452,210,11,0,1
30137.7619,226,62,67,1
30137.7619,210,8,0,1
30137.7785,226,38,67,1
30137.7785,210,5,0,1
30137.7952,226,12,67,1
30137.7952,210,1,0,1
30137.8119,226,116,66,1
30137.8119,210,0,0,1
30137.8285,226,90,66,1
30137.8452,226,60,66,1
30137.8619,226,30,66,1
30137.8785,226,5,66,1
30137.8952,226,115,65,1
30137.9119,226,102,65,1
30137.9286,226,92,65,1
30137.9452,226,83,65,1
30137.9619,226,76,65,1
30137.9785,226,72,65,1
30137.9952,226,68,65,1
30138.0119,226,67,65,1
30138.0285,226,65,65,1
30138.0452,226,63,65,1
30138.0619,226,62,65,1
30138.0785,226,61,65,1
30138.0952,226,60,65,1
30138.1118,226,59,65,1
30138.1285,226,58,65,1
30138.1618,226,57,65,1
30138.1952,226,56,65,1
30138.2119,226,55,65,1
30138.2285,226,53,65,1
30138.2452,226,51,65,1
30138.2618,226,48,65,1
30138.2785,226,43,65,1
30138.2952,226,40,65,1
30138.3119,226,36,65,1
30138.3285,226,33,65,1
30138.3452,226,28,65,1
30138.3619,226,24,65,1
30138.3785,226,21,65,1
30138.3952,226,18,65,1
30138.4118,226,14,65,1
30138.4285,226,10,65,1
30138.4452,226,7,65,1
30138.4619,226,2,65,1
30138.4785,226,126,64,1
30138.4952,226,121,64,1
30138.5118,226,116,64,1
30138.5285,226,111,64,1
30138.5452,226,105,64,1
30138.5618,226,101,64,1
30138.5785,226,96,64,1
30138.5952,226,91,64,1
30138.6118,226,86,64,1
30138.6285,226,81,64,1
30138.6452,226,75,64,1
30138.6618,226,71,64,1
30138.6785,226,65,64,1
30138.6952,226,59,64,1
30138.7118,226,53,64,1
30138.7285,226,48,64,1
30138.7452,226,43,64,1
30138.7618,226,39,64,1
30138.7785,226,36,64,1
30138.7952,226,32,64,1
30138.8118,226,28,64,1
30138.8285,226,25,64,1
30138.8452,226,22,64,1
30138.8618,226,20,64,1
30138.8785,226,17,64,1
30138.8952,226,15,64,1
30138.9118,226,12,64,1
30138.9285,226,10,64,1
30138.9452,226,7,64,1
30138.9618,226,5,64,1
30138.9785,226,2,64,1
30138.9952,226,1,64,1
30139.0118,226,126,63,1
30139.0285,226,124,63,1
30139.0451,226,123,63,1
30139.0618,226,122,63,1
30139.1952,226,123,63,1
30139.2118,226,124,63,1
30139.2284,226,125,63,1
30139.2451,226,127,63,1
30139.2618,226,1,64,1
30139.2785,226,2,64,1
30139.2952,226,4,64,1
30139.3118,226,6,64,1
30139.3285,226,8,64,1
30139.3452,226,12,64,1
30139.3618,226,18,64,1
30139.3787,226,26,64,1
30139.3952,226,36,64,1
30139.4119,226,50,64,1
30139.4285,226,62,64,1
30139.4452,226,75,64,1
30139.4618,226,90,64,1
30139.4785,226,101,64,1
30139.4951,226,111,64,1
30139.5118,226,120,64,1
30139.5285,226,126,64,1
30139.5451,226,6,65,1
30139.5618,226,14,65,1
30139.5785,226,22,65,1
30139.5951,226,28,65,1
30139.6118,226,35,65,1
30139.6285,226,42,65,1
30139.6451,226,51,65,1
30139.6618,226,60,65,1
30139.6785,226,69,65,1
30139.6951,226,79,65,1
30139.7118,226,89,65,1
30139.7285,226,101,65,1
30139.7451,226,114,65,1
30139.7618,226,125,65,1
30139.7785,226,10,66,1
30139.7951,226,22,66,1
30139.8118,226,33,66,1
30139.8285,226,43,66,1
30139.8451,226,53,66,1
30139.8618,226,63,66,1
30139.8785,226,74,66,1
30139.8951,226,82,66,1
30139.9118,226,90,66,1
30139.9285,226,97,66,1
30139.9451,226,107,66,1
30139.9618,226,117,66,1
30139.9785,226,127,66,1
30139.9951,226,10,67,1
30140.0118,226,22,67,1
30140.0284,226,33,67,1
30140.0451,226,45,67,1
30140.0618,226,55,67,1
30140.0784,226,62,67,1
30140.0951,226,66,67,1
30140.1118,226,67,67,1
30140.1285,226,68,67,1
30140.2118,226,70,67,1
30140.2284,226,71,67,1
30140.2450,226,73,67,1
30140.2618,226,74,67,1
30140.2785,226,77,67,1
30140.2951,226,85,67,1
30140.3117,226,97,67,1
30140.3285,226,115,67,1
30140.3452,226,5,68,1
30140.3618,226,21,68,1
30140.3785,226,35,68,1
30140.3951,226,44,68,1
30140.4118,226,48,68,1
30140.4284,226,49,68,1
30140.5118,226,47,68,1
30140.5284,226,45,68,1
30140.5450,226,44,68,1
30140.5617,226,42,68,1
30140.5784,226,40,68,1
30140.5951,226,39,68,1
30140.6118,226,37,68,1
30140.6285,226,35,68,1
30140.6451,226,30,68,1
30140.6618,226,19,68,1
30140.6785,226,109,67,1
30140.6951,226,50,67,1
30140.7118,226,119,66,1
30140.7284,226,65,66,1
30140.7451,226,22,66,1
30140.7618,226,118,65,1
30140.7784,226,91,65,1
30140.7951,226,67,65,1
30140.8118,226,48,65,1
30140.8284,226,28,65,1
30140.8451,226,8,65,1
30140.8618,226,119,64,1
30140.8784,226,105,64,1
30140.8951,226,95,64,1
30140.9118,226,84,64,1
30140.9284,226,71,64,1
30140.9451,226,59,64,1
30140.9617,226,45,64,1
30140.9784,226,36,64,1
30140.9951,226,26,64,1
30141.0118,226,18,64,1
30141.0284,226,11,64,1
30141.0451,226,7,64,1
30141.0617,226,4,64,1
30141.0784,226,1,64,1
30141.0951,226,127,63,1
30141.1118,226,125,63,1
30141.1284,226,124,63,1
30141.1451,226,121,63,1
30141.1617,226,119,63,1
30141.1784,226,117,63,1
30141.1951,226,114,63,1
30141.2117,226,108,63,1
30141.2284,226,104,63,1
30141.2451,226,100,63,1
30141.2617,226,96,63,1
30141.2784,226,92,63,1
30141.2951,226,89,63,1
30141.3118,226,87,63,1
30141.3284,226,86,63,1
30141.3617,226,87,63,1
30141.3784,226,90,63,1
30141.3951,226,95,63,1
30141.4117,226,100,63,1
30141.4284,226,103,63,1
30141.4451,226,106,63,1
30141.4617,226,109,63,1
30141.4784,226,111,63,1
30141.4951,226,113,63,1
30141.5117,226,114,63,1
30141.5284,226,115,63,1
30141.5450,226,116,63,1
30141.5617,226,118,63,1
30141.5784,226,119,63,1
30141.5951,226,123,63,1
30141.6117,226,127,63,1
30141.6284,226,3,64,1
30141.6451,226,6,64,1
30141.6617,226,9,64,1
30141.6784,226,11,64,1
30141.6951,226,14,64,1
30141.7117,226,15,64,1
30141.7284,226,17,64,1
30141.7450,226,19,64,1
30141.7617,226,18,64,1
30141.8284,226,17,64,1
30141.8450,226,20,64,1
30141.8450,210,15,0,1
30141.8617,226,28,64,1
30141.8617,210,48,0,1
30141.8784,226,32,64,1
30141.8784,210,79,0,1
30141.8950,226,36,64,1
30141.8950,210,109,0,1
30141.9117,226,37,64,1
30141.9117,210,117,0,1
30141.9284,226,39,64,1
30141.9284,210,118,0,1
30141.9451,226,40,64,1
30141.9451,210,119,0,1
30141.9617,210,120,0,1
30142.0117,210,121,0,1
30142.0450,226,41,64,1
30142.0450,210,120,0,1
30142.0949,226,42,64,1
30142.1116,210,119,0,1
30142.1282,210,118,0,1
30142.1450,210,117,0,1
30142.1617,210,114,0,1
30142.1784,210,101,0,1
30142.1951,226,36,64,1
30142.1951,210,60,0,1
30142.2117,226,25,64,1
30142.2117,210,19,0,1
30142.2284,226,18,64,1
30142.2284,210,0,0,1
30142.2451,226,14,64,1
30142.2617,226,10,64,1
30142.2784,226,2,64,1
30142.2950,226,123,63,1
30142.3117,226,118,63,1
30142.3284,226,114,63,1
30142.3450,226,110,63,1
30142.3617,226,109,63,1
30142.3784,226,108,63,1
30142.4451,226,106,63,1
30142.4616,226,104,63,1
30142.4783,226,101,63,1
30142.5450,226,104,63,1
30142.5617,226,106,63,1
30142.5784,226,110,63,1
30142.5951,226,115,63,1
30142.6117,226,121,63,1
30142.6117,210,3,0,1
30142.6284,226,118,63,1
30142.6284,210,25,0,1
30142.6450,226,119,63,1
30142.6450,210,51,0,1
30142.6617,210,72,0,1
30142.6783,226,124,63,1
30142.6783,210,95,0,1
30142.6950,226,2,64,1
30142.6950,210,114,0,1
30142.7117,226,8,64,1
30142.7117,210,126,0,1
30142.7284,226,14,64,1
30142.7450,226,18,64,1
30142.7450,210,125,0,1
30142.7617,226,21,64,1
30142.7784,226,22,64,1
30142.7950,226,24,64,1
30142.7950,210,124,0,1
30142.8117,226,26,64,1
30142.8283,226,27,64,1
30142.8283,210,123,0,1
30142.8450,226,28,64,1
30142.8616,226,29,64,1
30142.8950,210,122,0,1
30142.9117,210,121,0,1
30142.9283,210,111,0,1
30142.9450,226,27,64,1
30142.9450,210,72,0,1
30142.9617,226,24,64,1
30142.9617,210,28,0,1
30142.9783,226,22,64,1
30142.9783,210,0,0,1
30142.9950,226,24,64,1
30143.0117,226,23,64,1
30143.0283,226,21,64,1
30143.0450,226,18,64,1
30143.0616,226,15,64,1
30143.0783,226,14,64,1
30143.0950,226,12,64,1
30143.1117,226,11,64,1
30143.1283,226,10,64,1
30143.2449,226,9,64,1
30143.2950,226,10,64,1
30143.3117,226,11,64,1
30143.3284,226,13,64,1
30143.3617,226,12,64,1
30143.3784,226,11,64,1
30143.3950,226,7,64,1
30143.4117,226,14,64,1
30143.4117,210,21,0,1
30143.4283,226,20,64,1
30143.4284,210,50,0,1
30143.4450,226,27,64,1
30143.4450,210,81,0,1
30143.4616,226,35,64,1
30143.4616,210,112,0,1
30143.4784,226,42,64,1
30143.4784,210,116,0,1
30143.4950,226,51,64,1
30143.5116,226,56,64,1
30143.5283,226,61,64,1
30143.5283,210,117,0,1
30143.5450,226,66,64,1
30143.5617,226,70,64,1
30143.5783,226,73,64,1
30143.5950,226,75,64,1
30143.6117,226,76,64,1
30143.6283,226,77,64,1
30143.6450,226,79,64,1
30143.6450,210,116,0,1
30143.7284,226,80,64,1
30143.7949,226,81,64,1
30143.8615,226,82,64,1
30143.8615,210,115,0,1
30143.8949,226,83,64,1
30143.9282,226,84,64,1
30143.9282,210,114,0,1
30143.9449,226,85,64,1
30143.9616,226,86,64,1
30143.9616,210,113,0,1
30143.9950,226,87,64,1
30144.0117,226,89,64,1
30144.0117,210,112,0,1
30144.0283,226,91,64,1
30144.0283,210,111,0,1
30144.0450,226,92,64,1
30144.0616,226,96,64,1
30144.0616,210,110,0,1
30144.0783,226,103,64,1
30144.0783,210,107,0,1
30144.0950,226,116,64,1
30144.0950,210,104,0,1
30144.1116,226,9,65,1
30144.1116,210,97,0,1
30144.1283,226,38,65,1
30144.1283,210,89,0,1
30144.1450,226,76,65,1
30144.1450,210,78,0,1
30144.1616,226,118,65,1
30144.1616,210,69,0,1
30144.1783,226,37,66,1
30144.1783,210,59,0,1
30144.1950,226,83,66,1
30144.1950,210,51,0,1
30144.2116,226,124,66,1
30144.2116,210,45,0,1
30144.2283,226,36,67,1
30144.2283,210,39,0,1
30144.2450,226,75,67,1
30144.2450,210,34,0,1
30144.2616,226,110,67,1
30144.2616,210,29,0,1
30144.2783,226,16,68,1
30144.2783,210,25,0,1
30144.2949,226,51,68,1
30144.2949,210,21,0,1
30144.3116,226,84,68,1
30144.3116,210,18,0,1
30144.3284,226,115,68,1
30144.3285,210,16,0,1
30144.3450,226,14,69,1
30144.3450,210,14,0,1
30144.3616,226,34,69,1
30144.3616,210,13,0,1
30144.3783,226,51,69,1
30144.3783,210,12,0,1
30144.3950,226,61,69,1
30144.3950,210,10,0,1
30144.4116,226,69,69,1
30144.4283,226,73,69,1
30144.4283,210,9,0,1
30144.4450,226,75,69,1
30144.4616,226,76,69,1
30144.7117,226,75,69,1
