t,status,d1,d2,src
106968.2367,179,100,0,2
106968.2367,179,6,48,2
106968.2367,179,101,127,2
106968.2367,179,100,127,2
106968.2367,180,101,0,2
106968.2367,180,100,0,2
106968.2367,180,6,48,2
106968.2367,180,101,127,2
106968.2367,180,100,127,2
106968.2367,181,101,0,2
106968.2367,181,100,0,2
106968.2367,181,6,48,2
106968.2367,181,101,127,2
106968.2367,181,100,127,2
106968.2367,182,101,0,2
106968.2367,182,100,0,2
106968.2367,182,6,48,2
106968.2367,182,101,127,2
106968.2367,182,100,127,2
106968.2367,183,101,0,2
106968.2367,183,100,0,2
106968.2367,183,6,48,2
106968.2367,183,101,127,2
106968.2367,183,100,127,2
106968.2367,184,101,0,2
106968.2367,184,100,0,2
106968.2367,184,6,48,2
106968.2367,184,101,127,2
106968.2367,184,100,127,2
106968.2367,185,101,0,2
106968.2367,185,100,0,2
106968.2367,185,6,48,2
106968.2367,185,101,127,2
106968.2367,185,100,127,2
106968.2367,186,101,0,2
106968.2367,186,100,0,2
106968.2367,186,6,48,2
106968.2367,186,101,127,2
106968.2367,186,100,127,2
106968.2367,187,101,0,2
106968.2367,187,100,0,2
106968.2367,187,6,48,2
106968.2367,187,101,127,2
106968.2367,187,100,127,2
106968.2367,188,101,0,2
106968.2367,188,100,0,2
106968.2367,188,6,48,2
106968.2367,188,101,127,2
106968.2367,188,100,127,2
106968.2367,189,101,0,2
106968.2367,189,100,0,2
106968.2367,189,6,48,2
106968.2367,189,101,127,2
106968.2367,189,100,127,2
106968.2367,190,101,0,2
106968.2367,190,100,0,2
106968.2367,190,6,48,2
106968.2367,190,101,127,2
106968.2367,190,100,127,2
106968.2367,191,101,0,2
106968.2367,191,100,0,2
106968.2367,191,6,48,2
106968.2367,191,101,127,2
106968.2367,191,100,127,2
106968.2367,224,0,64,3
106968.2367,176,1,0,3
106968.2367,176,23,0,3
106968.2367,176,24,0,3
106968.2367,176,64,0,3
106973.4597,225,0,64,1
106973.4597,145,49,96,1
106973.4635,209,0,0,1
106973.4635,129,49,64,1
106973.9296,226,0,64,1
106973.9296,146,63,96,1
106973.9328,210,0,0,1
106973.9328,130,63,64,1
106974.3823,227,0,64,1
106974.3823,147,64,96,1
106974.3873,211,0,0,1
106974.3873,131,64,64,1
106974.8648,228,0,64,1
106974.8648,148,78,96,1
106974.8771,212,0,0,1
106974.8771,132,78,64,1
106975.3215,229,0,64,1
106975.3215,149,92,96,1
106975.3254,213,0,0,1
106975.3254,133,92,64,1
106975.7959,230,0,64,1
106975.7959,150,106,96,1
106975.7995,214,0,0,1
106975.7995,134,106,64,1
106976.2730,231,0,64,1
106976.2730,151,74,96,1
106976.3005,231,48,64,1
106976.3089,231,85,64,1
106976.3171,231,103,64,1
106976.3258,231,121,64,1
106976.3338,231,10,65,1
106976.3422,231,28,65,1
106976.3508,231,46,65,1
106976.3592,231,63,65,1
106976.3679,231,81,65,1
106976.3756,231,99,65,1
106976.3841,231,116,65,1
106976.3923,231,6,66,1
106976.4005,231,23,66,1
106976.4095,231,41,66,1
106976.4172,231,59,66,1
106976.4261,231,76,66,1
106976.4338,231,94,66,1
106976.4421,231,112,66,1
106976.4505,231,1,67,1
106976.4592,231,19,67,1
106976.4676,231,36,67,1
106976.4844,231,72,67,1
106976.4923,231,89,67,1
106976.5008,231,107,67,1
106976.5088,231,125,67,1
106976.5176,231,14,68,1
106976.5256,231,32,68,1
106976.5339,231,49,68,1
106976.5422,231,67,68,1
106976.5506,231,85,68,1
106976.5588,231,102,68,1
106976.5671,231,120,68,1
106976.5755,231,10,69,1
106976.5838,231,27,69,1
106976.5921,231,45,69,1
106976.6005,231,63,69,1
106976.6087,231,80,69,1
106976.6174,231,98,69,1
106976.6258,231,115,69,1
106976.6341,231,5,70,1
106976.6421,231,23,70,1
106976.6505,231,40,70,1
106976.6618,231,58,70,1
106976.6680,231,76,70,1
106976.6754,231,93,70,1
106976.6840,231,111,70,1
106976.6929,231,1,71,1
106976.7004,231,18,71,1
106976.7089,231,36,71,1
106976.7175,231,53,71,1
106976.7253,231,71,71,1
106976.7368,231,89,71,1
106976.7422,231,106,71,1
106976.7504,231,124,71,1
106976.7593,231,14,72,1
106976.7679,231,31,72,1
106976.7757,231,49,72,1
106976.7839,231,66,72,1
106976.7958,231,84,72,1
106976.8006,231,102,72,1
106976.8089,231,119,72,1
106976.8175,231,9,73,1
106976.8338,231,43,73,1
106976.8421,231,62,73,1
106976.8590,231,92,73,1
106976.8670,231,115,73,1
106976.8691,215,0,0,1
106976.8691,135,74,64,1
106977.4680,232,0,64,1
106977.4680,152,54,96,1
106977.4844,168,54,36,1
106977.4916,168,54,115,1
106977.5005,168,54,127,1
106978.0699,216,0,0,1
106978.0699,168,54,0,1
106978.0699,136,54,64,1
# dropped_loopback_messages: 0
