t,status,d1,d2,src
690938.7719,184,101,0,2
690938.7719,184,100,0,2
690938.7719,184,6,48,2
690938.7719,184,101,127,2
690938.7719,184,100,127,2
690938.7719,185,101,0,2
690938.7719,185,100,0,2
690938.7719,185,6,48,2
690938.7719,185,101,127,2
690938.7719,185,100,127,2
690938.7719,186,101,0,2
690938.7719,186,100,0,2
690938.7719,186,6,48,2
690938.7719,186,101,127,2
690938.7719,186,100,127,2
690938.7719,187,101,0,2
690938.7719,187,100,0,2
690938.7719,187,6,48,2
690938.7719,187,101,127,2
690938.7719,187,100,127,2
690938.7719,188,101,0,2
690938.7719,188,100,0,2
690938.7719,188,6,48,2
690938.7719,188,101,127,2
690938.7719,188,100,127,2
690938.7719,189,101,0,2
690938.7719,189,100,0,2
690938.7719,189,6,48,2
690938.7719,189,101,127,2
690938.7719,189,100,127,2
690938.7719,190,101,0,2
690938.7719,190,100,0,2
690938.7719,190,6,48,2
690938.7719,190,101,127,2
690938.7719,190,100,127,2
690938.7719,191,101,0,2
690938.7719,191,100,0,2
690938.7719,191,6,48,2
690938.7719,191,101,127,2
690938.7719,191,100,127,2
690938.7719,224,0,64,3
690938.7719,176,1,0,3
690938.7719,176,23,0,3
690938.7719,176,24,0,3
690938.7719,176,64,0,3
690938.9090,176,101,0,2
690938.9090,176,100,6,2
690938.9090,176,6,15,2
690938.9090,176,101,127,2
690938.9090,176,100,127,2
690938.9090,177,101,0,2
690938.9090,177,100,0,2
690938.9090,177,6,48,2
690938.9090,177,101,127,2
690938.9090,177,100,127,2
690938.9090,178,101,0,2
690938.9090,178,100,0,2
690938.9090,178,6,48,2
690938.9090,178,101,127,2
690938.9090,178,100,127,2
690938.9090,179,101,0,2
690938.9090,179,100,0,2
690938.9090,179,6,48,2
690938.9090,179,101,127,2
690938.9090,179,100,127,2
690938.9090,180,101,0,2
690938.9090,180,100,0,2
690938.9090,180,6,48,2
690938.9090,180,101,127,2
690938.9090,180,100,127,2
690938.9090,181,101,0,2
690938.9090,181,100,0,2
690938.9090,181,6,48,2
690938.9090,181,101,127,2
690938.9090,181,100,127,2
690938.9090,182,101,0,2
690938.9090,182,100,0,2
690938.9090,182,6,48,2
690938.9090,182,101,127,2
690938.9090,182,100,127,2
690938.9090,183,101,0,2
690938.9090,183,100,0,2
690938.9090,183,6,48,2
690938.9090,183,101,127,2
690938.9090,183,100,127,2
690938.9090,184,101,0,2
690938.9090,184,100,0,2
690938.9090,184,6,48,2
690938.9090,184,101,127,2
690938.9090,184,100,127,2
690938.9090,185,101,0,2
690938.9090,185,100,0,2
690938.9090,185,6,48,2
690938.9090,185,101,127,2
690938.9090,185,100,127,2
690938.9090,186,101,0,2
690938.9090,186,100,0,2
690938.9090,186,6,48,2
690938.9090,186,101,127,2
690938.9090,186,100,127,2
690938.9090,187,101,0,2
690938.9090,187,100,0,2
690938.9090,187,6,48,2
690938.9090,187,101,127,2
690938.9090,187,100,127,2
690938.9090,188,101,0,2
690938.9090,188,100,0,2
690938.9090,188,6,48,2
690938.9090,188,101,127,2
690938.9090,188,100,127,2
690938.9090,189,101,0,2
690938.9090,189,100,0,2
690938.9090,189,6,48,2
690938.9090,189,101,127,2
690938.9090,189,100,127,2
690938.9090,190,101,0,2
690938.9090,190,100,0,2
690938.9090,190,6,48,2
690938.9090,190,101,127,2
690938.9090,190,100,127,2
690938.9090,191,101,0,2
690938.9090,191,100,0,2
690938.9090,191,6,48,2
690938.9090,191,101,127,2
690938.9090,191,100,127,2
690938.9090,224,0,64,3
690938.9090,176,1,0,3
690938.9090,176,23,0,3
690938.9090,176,24,0,3
690938.9090,176,64,0,3
690943.5405,225,0,64,4
690943.5405,145,48,127,4
690943.5534,225,27,65,4
690943.5537,209,127,0,4
690943.5613,225,90,62,4
690943.5613,145,50,127,4
690943.5613,129,48,0,4
690943.5704,225,110,62,4
690943.5780,225,4,63,4
690943.5861,225,24,63,4
690943.5940,225,44,63,4
690943.6023,225,65,63,4
690943.6103,225,86,63,4
690943.6185,225,104,63,4
690943.6268,225,127,63,4
690943.6365,225,20,64,4
690943.6438,225,40,64,4
690943.6525,225,61,64,4
690943.6610,225,82,64,4
690943.6694,225,102,64,4
690943.6777,225,121,64,4
690943.6851,225,16,65,4
690943.6937,225,36,65,4
690943.7016,225,100,62,4
690943.7016,145,52,127,4
690943.7016,129,50,0,4
690943.7094,225,120,62,4
690943.7178,225,10,63,4
690943.7260,225,34,63,4
690943.7342,225,54,63,4
690943.7427,225,74,63,4
690943.7508,225,96,63,4
690943.7590,225,116,63,4
690943.7677,225,8,64,4
690943.7755,225,30,64,4
690943.7841,225,47,64,4
690943.7919,225,71,64,4
690943.8000,225,91,64,4
690943.8086,225,111,64,4
690943.8170,225,5,65,4
690943.8250,225,25,65,4
690943.8334,225,88,62,4
690943.8334,145,54,127,4
690943.8334,129,52,0,4
690943.8424,225,110,62,4
690943.8511,225,2,63,4
690943.8596,225,23,63,4
690943.8665,225,44,63,4
690943.8746,225,64,63,4
690943.8833,225,85,63,4
690943.8913,225,105,63,4
690943.8996,225,125,63,4
690943.9079,225,19,64,4
690943.9161,225,39,64,4
690943.9243,225,59,64,4
690943.9329,225,79,64,4
690943.9411,225,102,64,4
690943.9492,225,122,64,4
690943.9577,225,13,65,4
690943.9657,225,36,65,4
690943.9741,225,99,62,4
690943.9741,145,56,127,4
690943.9741,129,54,0,4
690943.9827,225,119,62,4
690943.9910,225,12,63,4
690943.9993,225,33,63,4
690944.0075,225,53,63,4
690944.0158,225,73,63,4
690944.0247,225,95,63,4
690944.0321,225,116,63,4
690944.0403,225,6,64,4
690944.0487,225,27,64,4
690944.0575,225,50,64,4
690944.0650,225,70,64,4
690944.0734,225,90,64,4
690944.0818,225,110,64,4
690944.0902,225,4,65,4
690944.0983,225,24,65,4
690944.1066,225,87,62,4
690944.1066,145,58,127,4
690944.1066,129,56,0,4
690944.1151,225,109,62,4
690944.1242,225,1,63,4
690944.1315,225,22,63,4
690944.1398,225,40,63,4
690944.1478,225,64,63,4
690944.1565,225,84,63,4
690944.1645,225,104,63,4
690944.1726,225,126,63,4
690944.1814,225,18,64,4
690944.1891,225,38,64,4
690944.1975,225,58,64,4
690944.2056,225,80,64,4
690944.2142,225,101,64,4
690944.2226,225,121,64,4
690944.2305,225,14,65,4
690944.2385,225,31,65,4
690944.2478,225,98,62,4
690944.2478,145,60,127,4
690944.2478,129,58,0,4
690944.2562,225,119,62,4
690944.2648,225,12,63,4
690944.2725,225,32,63,4
690944.2808,225,51,63,4
690944.2886,225,74,63,4
690944.2970,225,94,63,4
690944.3049,225,115,63,4
690944.3132,225,7,64,4
690944.3218,225,27,64,4
690944.3299,225,49,64,4
690944.3383,225,69,64,4
690944.3463,225,89,64,4
690944.3548,225,109,64,4
690944.3639,225,4,65,4
690944.3721,225,24,65,4
690944.3803,225,88,62,4
690944.3803,145,62,127,4
690944.3803,129,60,0,4
690944.3882,225,108,62,4
690944.3968,225,1,63,4
690944.4048,225,22,63,4
690944.4128,225,42,63,4
690944.4208,225,63,63,4
690944.4294,225,83,63,4
690944.4372,225,104,63,4
690944.4455,225,122,63,4
690944.4538,225,18,64,4
690944.4625,225,37,64,4
690944.4715,225,57,64,4
690944.4803,225,80,64,4
690944.4883,225,100,64,4
690944.4953,225,121,64,4
690944.5048,225,11,65,4
690944.5120,225,34,65,4
690944.5201,225,96,62,4
690944.5201,145,64,127,4
690944.5201,129,62,0,4
690944.5285,225,117,62,4
690944.5369,225,9,63,4
690944.5450,225,32,63,4
690944.5532,225,51,63,4
690944.5616,225,71,63,4
690944.5699,225,94,63,4
690944.5785,225,114,63,4
690944.5883,225,7,64,4
690944.5952,225,28,64,4
690944.6030,225,47,64,4
690944.6116,225,68,64,4
690944.6203,225,90,64,4
690944.6286,225,110,64,4
690944.6372,225,3,65,4
690944.6444,225,24,65,4
690944.6524,225,41,65,4
690944.6613,225,108,62,4
690944.6613,145,66,127,4
690944.6613,129,64,0,4
690944.6694,225,0,63,4
690944.6780,225,20,63,4
690944.6857,225,42,63,4
690944.6945,225,62,63,4
690944.7024,225,83,63,4
690944.7110,225,101,63,4
690944.7190,225,124,63,4
690944.7271,225,17,64,4
690944.7359,225,37,64,4
690944.7435,225,58,64,4
690944.7525,225,75,64,4
690944.7605,225,100,64,4
690944.7686,225,119,64,4
690944.7768,225,13,65,4
690944.7849,225,34,65,4
690944.7936,225,96,62,4
690944.7936,145,68,127,4
690944.7936,129,66,0,4
690944.8019,225,118,62,4
690944.8102,225,10,63,4
690944.8184,225,31,63,4
690944.8264,225,52,63,4
690944.8347,225,69,63,4
690944.8432,225,93,63,4
690944.8519,225,113,63,4
690944.8604,225,5,64,4
690944.8683,225,27,64,4
690944.8764,225,48,64,4
690944.8854,225,68,64,4
690944.8933,225,89,64,4
690944.9010,225,109,64,4
690944.9097,225,2,65,4
690944.9173,225,23,65,4
690944.9257,225,41,65,4
690944.9343,225,107,62,4
690944.9343,145,70,127,4
690944.9343,129,68,0,4
690944.9421,225,127,62,4
690944.9507,225,19,63,4
690944.9594,225,41,63,4
690944.9673,225,62,63,4
690944.9753,225,81,63,4
690944.9838,225,101,63,4
690944.9916,225,124,63,4
690945.0001,225,16,64,4
690945.0085,225,36,64,4
690945.0167,225,56,64,4
690945.0251,225,78,64,4
690945.0339,225,98,64,4
690945.0432,225,120,64,4
690945.0500,225,12,65,4
690945.0582,225,32,65,4
690945.0681,225,95,62,4
690945.0681,145,72,127,4
690945.0681,129,70,0,4
690945.0756,225,117,62,4
690945.0831,225,10,63,4
690945.0911,225,29,63,4
690945.1003,225,50,63,4
690945.1083,225,72,63,4
690945.1174,225,92,63,4
690945.1243,225,113,63,4
690945.1327,225,6,64,4
690945.1411,225,26,64,4
690945.1493,225,47,64,4
690945.1580,225,68,64,4
690945.1657,225,88,64,4
690945.1739,225,109,64,4
690945.1824,225,1,65,4
690945.1906,225,22,65,4
690945.1991,225,42,65,4
690945.2074,225,106,62,4
690945.2074,145,74,127,4
690945.2074,129,72,0,4
690945.2162,225,127,62,4
690945.2256,225,20,63,4
690945.2321,225,40,63,4
690945.2405,225,61,63,4
690945.2485,225,82,63,4
690945.2569,225,102,63,4
690945.2650,225,123,63,4
690945.2732,225,16,64,4
690945.2837,225,36,64,4
690945.2902,225,57,64,4
690945.2982,225,78,64,4
690945.3068,225,98,64,4
690945.3153,225,119,64,4
690945.3237,225,12,65,4
690945.3322,225,32,65,4
690945.3403,225,96,62,4
690945.3403,145,76,127,4
690945.3403,129,74,0,4
690945.3485,225,116,62,4
690945.3569,225,9,63,4
690945.3640,225,30,63,4
690945.3725,225,50,63,4
690945.3808,225,71,63,4
690945.3890,225,92,63,4
690945.3974,225,112,63,4
690945.4055,225,5,64,4
690945.4142,225,26,64,4
690945.4225,225,46,64,4
690945.4305,225,67,64,4
690945.4387,225,88,64,4
690945.4470,225,108,64,4
690945.4553,225,1,65,4
690945.4640,225,22,65,4
690945.4720,225,42,65,4
690945.4808,225,106,62,4
690945.4808,145,78,127,4
690945.4808,129,76,0,4
690945.4884,225,126,62,4
690945.4975,225,19,63,4
690945.5047,225,40,63,4
690945.5137,225,60,63,4
690945.5212,225,81,63,4
690945.5296,225,102,63,4
690945.5380,225,122,63,4
690945.5472,225,15,64,4
690945.5558,225,36,64,4
690945.5634,225,56,64,4
690945.5711,225,77,64,4
690945.5799,225,98,64,4
690945.5885,225,118,64,4
690945.6054,225,22,65,4
690945.6159,225,95,62,4
690945.6159,145,80,127,4
690945.6159,129,78,0,4
690945.6217,225,116,62,4
690945.6291,225,7,63,4
690945.6385,225,28,63,4
690945.6460,225,50,63,4
690945.6538,225,70,63,4
690945.6624,225,91,63,4
690945.6703,225,111,63,4
690945.6791,225,3,64,4
690945.6869,225,25,64,4
690945.6963,225,45,64,4
690945.7045,225,66,64,4
690945.7117,225,87,64,4
690945.7208,225,108,64,4
690945.7283,225,0,65,4
690945.7370,225,18,65,4
690945.7453,225,42,65,4
690945.7533,225,105,62,4
690945.7533,145,82,127,4
690945.7533,129,80,0,4
690945.7621,225,125,62,4
690945.7710,225,18,63,4
690945.7794,225,39,63,4
690945.7863,225,60,63,4
690945.7951,225,78,63,4
690945.8033,225,101,63,4
690945.8112,225,122,63,4
690945.8197,225,14,64,4
690945.8278,225,35,64,4
690945.8366,225,56,64,4
690945.8453,225,76,64,4
690945.8527,225,97,64,4
690945.8611,225,118,64,4
690945.8695,225,10,65,4
690945.8779,225,31,65,4
690945.8860,225,94,62,4
690945.8860,145,84,127,4
690945.8860,129,82,0,4
690945.8938,225,115,62,4
690945.9028,225,8,63,4
690945.9115,225,28,63,4
690945.9186,225,49,63,4
690945.9271,225,70,63,4
690945.9358,225,90,63,4
690945.9445,225,110,63,4
690945.9518,225,4,64,4
690945.9608,225,24,64,4
690945.9693,225,44,64,4
690945.9782,225,66,64,4
690945.9846,225,86,64,4
690945.9930,225,106,64,4
690946.0020,225,127,64,4
690946.0097,225,20,65,4
690946.0178,225,41,65,4
690946.0261,225,104,62,4
690946.0261,145,86,127,4
690946.0261,129,84,0,4
690946.0291,209,0,0,4
690946.0291,129,86,64,4
# dropped_loopback_messages: 0
